{0, 0.002396, 0.006388, 0.002396, 0, 0.000532, 0.002662, 0, 0.002129, 0.000266, 0.001863, 0.007985, 0.002129, 0.007985, 0, 0.002396, 0, 0.011179, 0.003460, 0.010647, 0.001331, 0.001597, 0.000532, 0.000799, 0.002129, 0, 0.000532, }
{0.001597, 0.000799, 0, 0, 0.002928, 0, 0, 0, 0.001863, 0, 0, 0.002928, 0, 0, 0.002129, 0, 0, 0.001065, 0.000532, 0, 0.001065, 0, 0, 0, 0, 0, 0.000799, }
{0.003726, 0, 0.001597, 0, 0.007453, 0, 0, 0.004259, 0.003460, 0, 0.001331, 0.001331, 0, 0, 0.006122, 0, 0, 0.002129, 0.000266, 0.007187, 0.002396, 0, 0, 0, 0.000799, 0, 0.001331, }
{0.001331, 0, 0, 0, 0.007187, 0, 0.000799, 0, 0.004259, 0, 0, 0.000799, 0, 0.000266, 0.001863, 0, 0, 0.002129, 0, 0, 0.001065, 0.000532, 0, 0, 0.000532, 0, 0.006388, }
{0.009050, 0, 0.003993, 0.002129, 0.002928, 0.002129, 0.001597, 0.000532, 0.000799, 0.000266, 0, 0.004525, 0.003194, 0.011179, 0.000266, 0.002928, 0.000266, 0.017567, 0.007187, 0.004791, 0, 0.001863, 0.000799, 0.003194, 0.000799, 0.000266, 0.033271, }
{0.001863, 0, 0, 0, 0.004259, 0.000532, 0, 0, 0.002396, 0, 0, 0.001863, 0, 0, 0.002396, 0, 0, 0.001065, 0, 0.000799, 0.000266, 0, 0, 0, 0.000266, 0, 0.000266, }
{0.000532, 0, 0, 0, 0.005057, 0, 0.000532, 0.001065, 0.000532, 0, 0, 0.000799, 0.000266, 0.000532, 0.000266, 0, 0, 0.003460, 0, 0, 0.001065, 0, 0, 0, 0.000799, 0, 0.002928, }
{0.002662, 0.000266, 0, 0, 0.004259, 0, 0, 0, 0.001065, 0, 0, 0, 0.000266, 0.000266, 0.002662, 0, 0, 0.000532, 0, 0.000532, 0.000799, 0, 0.000266, 0, 0.000799, 0, 0.002662, }
{0.001065, 0.001597, 0.006388, 0.001863, 0.002662, 0.001331, 0.002129, 0, 0, 0, 0, 0.004259, 0.001597, 0.012244, 0.011711, 0.001065, 0, 0.001863, 0.007719, 0.006654, 0, 0.003194, 0, 0, 0, 0, 0, }
{0.000266, 0, 0, 0, 0.000266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000266, 0, 0, 0, 0, 0, 0.000532, 0, 0, 0, 0, 0, 0, }
{0, 0, 0, 0.000266, 0.001597, 0, 0.000266, 0, 0.000532, 0, 0, 0, 0, 0.000532, 0.000266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002396, }
{0.006388, 0.000266, 0, 0.000266, 0.008784, 0, 0, 0, 0.006122, 0, 0.000532, 0.002928, 0.000799, 0, 0.003194, 0.000266, 0, 0.000266, 0.000266, 0.001331, 0.001597, 0, 0, 0, 0.000799, 0, 0.007187, }
{0.003726, 0.001065, 0, 0, 0.004791, 0, 0, 0, 0.003194, 0, 0, 0, 0.000532, 0, 0.003726, 0.002396, 0, 0, 0, 0, 0.000799, 0, 0, 0, 0, 0, 0.003993, }
{0.002928, 0, 0.005057, 0.004791, 0.006388, 0.001065, 0.003194, 0.000266, 0.002129, 0, 0, 0, 0.000266, 0.000266, 0.000266, 0, 0, 0.000266, 0.002129, 0.006654, 0.000799, 0.001597, 0, 0, 0.000799, 0.000266, 0.017567, }
