donor,recipient,amount,latitude_donor,longitude_donor,latitude_recipient,longitude_recipient
Canada,Sri Lanka,105314010,56.130366,-106.34677099999999,7.873054,80.77179699999999
Czech Republic,Sri Lanka,787245,49.817492,15.472961999999999,7.873054,80.77179699999999
Denmark,Sri Lanka,50090104,56.26392,9.501785,7.873054,80.77179699999999
Estonia,Sri Lanka,67088,58.595271999999994,25.013607,7.873054,80.77179699999999
Finland,Sri Lanka,16232928,61.92411,25.748151,7.873054,80.77179699999999
France,Sri Lanka,136957122,46.227638,2.213749,7.873054,80.77179699999999
Germany,Sri Lanka,195273764,51.165690999999995,10.451526,7.873054,80.77179699999999
Greece,Sri Lanka,6549054,39.074208,21.824312,7.873054,80.77179699999999
Iceland,Sri Lanka,133003,64.96305100000001,-19.020835,7.873054,80.77179699999999
India,Sri Lanka,672467747,20.593684,78.96288,7.873054,80.77179699999999
Ireland,Sri Lanka,2508190,53.41291,-8.243889999999999,7.873054,80.77179699999999
Italy,Sri Lanka,12915188,41.87194,12.56738,7.873054,80.77179699999999
Japan,Sri Lanka,3196236441,36.204824,138.252924,7.873054,80.77179699999999
Kuwait,Sri Lanka,45158813,29.311659999999996,47.481766,7.873054,80.77179699999999
Luxembourg,Sri Lanka,5787431,49.815273,6.129583,7.873054,80.77179699999999
Netherlands,Sri Lanka,47557321,52.132633,5.291266,7.873054,80.77179699999999
New Zealand,Sri Lanka,8431525,-40.900557,174.88597099999998,7.873054,80.77179699999999
Norway,Sri Lanka,207368381,60.472024,8.468946,7.873054,80.77179699999999
Poland,Sri Lanka,3313,51.919438,19.145135999999997,7.873054,80.77179699999999
Portugal,Sri Lanka,127383,39.399871999999995,-8.224454,7.873054,80.77179699999999
Saudi Arabia,Sri Lanka,72972098,23.885942,45.079162,7.873054,80.77179699999999
Spain,Sri Lanka,31706753,40.463667,-3.7492199999999998,7.873054,80.77179699999999
Sweden,Sri Lanka,57545669,60.128161,18.643501,7.873054,80.77179699999999
Switzerland,Sri Lanka,80934403,46.818188,8.227511999999999,7.873054,80.77179699999999
United Arab Emirates,Sri Lanka,1666496,23.424076,53.847818000000004,7.873054,80.77179699999999
United Kingdom,Sri Lanka,67140439,55.378051,-3.435973,7.873054,80.77179699999999
United States,Sri Lanka,441951308,37.09024,-95.712891,7.873054,80.77179699999999
Australia,Sudan,113713177,-25.274398,133.775136,12.862807,30.217636
Austria,Sudan,3946677,47.516231,14.550072,12.862807,30.217636
Belgium,Sudan,44764379,50.503887,4.469936,12.862807,30.217636
Brazil,Sudan,67834,-14.235004,-51.92528,12.862807,30.217636
Canada,Sudan,553596047,56.130366,-106.34677099999999,12.862807,30.217636
Cyprus,Sudan,65294,35.126413,33.429859,12.862807,30.217636
Czech Republic,Sudan,487966,49.817492,15.472961999999999,12.862807,30.217636
Denmark,Sudan,171109958,56.26392,9.501785,12.862807,30.217636
Estonia,Sudan,234702,58.595271999999994,25.013607,12.862807,30.217636
Finland,Sudan,112511521,61.92411,25.748151,12.862807,30.217636
France,Sudan,85352541,46.227638,2.213749,12.862807,30.217636
Germany,Sudan,279566703,51.165690999999995,10.451526,12.862807,30.217636
Greece,Sudan,11180785,39.074208,21.824312,12.862807,30.217636
Iceland,Sudan,60315,64.96305100000001,-19.020835,12.862807,30.217636
India,Sudan,55010027,20.593684,78.96288,12.862807,30.217636
Ireland,Sudan,101326406,53.41291,-8.243889999999999,12.862807,30.217636
Italy,Sudan,124587631,41.87194,12.56738,12.862807,30.217636
Japan,Sudan,736417218,36.204824,138.252924,12.862807,30.217636
Kuwait,Sudan,440712583,29.311659999999996,47.481766,12.862807,30.217636
Liechtenstein,Sudan,507949,47.166000000000004,9.555373,12.862807,30.217636
Luxembourg,Sudan,19538429,49.815273,6.129583,12.862807,30.217636
Netherlands,Sudan,692298253,52.132633,5.291266,12.862807,30.217636
New Zealand,Sudan,5947650,-40.900557,174.88597099999998,12.862807,30.217636
Norway,Sudan,715958709,60.472024,8.468946,12.862807,30.217636
Poland,Sudan,16020,51.919438,19.145135999999997,12.862807,30.217636
Portugal,Sudan,1323248,39.399871999999995,-8.224454,12.862807,30.217636
Saudi Arabia,Sudan,185778579,23.885942,45.079162,12.862807,30.217636
Slovenia,Sudan,42330,46.151241,14.995463,12.862807,30.217636
South Africa,Sudan,1887077,-30.559482,22.937506,12.862807,30.217636
Spain,Sudan,141952564,40.463667,-3.7492199999999998,12.862807,30.217636
Sweden,Sudan,394229065,60.128161,18.643501,12.862807,30.217636
Switzerland,Sudan,109348281,46.818188,8.227511999999999,12.862807,30.217636
Thailand,Sudan,364463,15.870032,100.992541,12.862807,30.217636
United Arab Emirates,Sudan,277528349,23.424076,53.847818000000004,12.862807,30.217636
United Kingdom,Sudan,812375867,55.378051,-3.435973,12.862807,30.217636
United States,Sudan,4267967081,37.09024,-95.712891,12.862807,30.217636
Australia,Suriname,963991,-25.274398,133.775136,3.9193050000000005,-56.02778299999999
Austria,Suriname,2618,47.516231,14.550072,3.9193050000000005,-56.02778299999999
Belgium,Suriname,13152873,50.503887,4.469936,3.9193050000000005,-56.02778299999999
Brazil,Suriname,224421,-14.235004,-51.92528,3.9193050000000005,-56.02778299999999
Canada,Suriname,2242342,56.130366,-106.34677099999999,3.9193050000000005,-56.02778299999999
Czech Republic,Suriname,11908,49.817492,15.472961999999999,3.9193050000000005,-56.02778299999999
Finland,Suriname,324271,61.92411,25.748151,3.9193050000000005,-56.02778299999999
France,Suriname,65924589,46.227638,2.213749,3.9193050000000005,-56.02778299999999
Germany,Suriname,376249,51.165690999999995,10.451526,3.9193050000000005,-56.02778299999999
Greece,Suriname,44602,39.074208,21.824312,3.9193050000000005,-56.02778299999999
India,Suriname,22141655,20.593684,78.96288,3.9193050000000005,-56.02778299999999
Japan,Suriname,10721541,36.204824,138.252924,3.9193050000000005,-56.02778299999999
Netherlands,Suriname,396120693,52.132633,5.291266,3.9193050000000005,-56.02778299999999
Poland,Suriname,6972,51.919438,19.145135999999997,3.9193050000000005,-56.02778299999999
United States,Suriname,10813266,37.09024,-95.712891,3.9193050000000005,-56.02778299999999
Australia,Swaziland,4965763,-25.274398,133.775136,-26.522503000000004,31.465866
Austria,Swaziland,208463,47.516231,14.550072,-26.522503000000004,31.465866
Belgium,Swaziland,236648,50.503887,4.469936,-26.522503000000004,31.465866
Canada,Swaziland,10096351,56.130366,-106.34677099999999,-26.522503000000004,31.465866
Denmark,Swaziland,1042440,56.26392,9.501785,-26.522503000000004,31.465866
Finland,Swaziland,3388412,61.92411,25.748151,-26.522503000000004,31.465866
France,Swaziland,1418654,46.227638,2.213749,-26.522503000000004,31.465866
Germany,Swaziland,8928415,51.165690999999995,10.451526,-26.522503000000004,31.465866
Greece,Swaziland,101754,39.074208,21.824312,-26.522503000000004,31.465866
India,Swaziland,10792466,20.593684,78.96288,-26.522503000000004,31.465866
Ireland,Swaziland,2081369,53.41291,-8.243889999999999,-26.522503000000004,31.465866
Italy,Swaziland,2876745,41.87194,12.56738,-26.522503000000004,31.465866
Japan,Swaziland,31070660,36.204824,138.252924,-26.522503000000004,31.465866
Kuwait,Swaziland,13657115,29.311659999999996,47.481766,-26.522503000000004,31.465866
Luxembourg,Swaziland,1580125,49.815273,6.129583,-26.522503000000004,31.465866
Netherlands,Swaziland,45865,52.132633,5.291266,-26.522503000000004,31.465866
New Zealand,Swaziland,419372,-40.900557,174.88597099999998,-26.522503000000004,31.465866
Norway,Swaziland,19566603,60.472024,8.468946,-26.522503000000004,31.465866
Portugal,Swaziland,140101,39.399871999999995,-8.224454,-26.522503000000004,31.465866
Spain,Swaziland,7178,40.463667,-3.7492199999999998,-26.522503000000004,31.465866
Sweden,Swaziland,957077,60.128161,18.643501,-26.522503000000004,31.465866
Switzerland,Swaziland,666395,46.818188,8.227511999999999,-26.522503000000004,31.465866
Taiwan,Swaziland,13816714,23.69781,120.96051499999999,-26.522503000000004,31.465866
Thailand,Swaziland,140222,15.870032,100.992541,-26.522503000000004,31.465866
United Kingdom,Swaziland,15610443,55.378051,-3.435973,-26.522503000000004,31.465866
United States,Swaziland,228637486,37.09024,-95.712891,-26.522503000000004,31.465866
Australia,Syria,84243343,-25.274398,133.775136,34.802075,38.996815000000005
Austria,Syria,7119153,47.516231,14.550072,34.802075,38.996815000000005
Belgium,Syria,20875680,50.503887,4.469936,34.802075,38.996815000000005
Canada,Syria,87334193,56.130366,-106.34677099999999,34.802075,38.996815000000005
Czech Republic,Syria,2977788,49.817492,15.472961999999999,34.802075,38.996815000000005
Denmark,Syria,79064726,56.26392,9.501785,34.802075,38.996815000000005
Estonia,Syria,154016,58.595271999999994,25.013607,34.802075,38.996815000000005
Finland,Syria,18606197,61.92411,25.748151,34.802075,38.996815000000005
France,Syria,222879206,46.227638,2.213749,34.802075,38.996815000000005
Germany,Syria,925446719,51.165690999999995,10.451526,34.802075,38.996815000000005
Greece,Syria,25020217,39.074208,21.824312,34.802075,38.996815000000005
Iceland,Syria,793045,64.96305100000001,-19.020835,34.802075,38.996815000000005
India,Syria,108162904,20.593684,78.96288,34.802075,38.996815000000005
Ireland,Syria,12042315,53.41291,-8.243889999999999,34.802075,38.996815000000005
Italy,Syria,55843054,41.87194,12.56738,34.802075,38.996815000000005
Japan,Syria,143519091,36.204824,138.252924,34.802075,38.996815000000005
Kuwait,Syria,80203018,29.311659999999996,47.481766,34.802075,38.996815000000005
Luxembourg,Syria,9402116,49.815273,6.129583,34.802075,38.996815000000005
Netherlands,Syria,80906053,52.132633,5.291266,34.802075,38.996815000000005
New Zealand,Syria,4561440,-40.900557,174.88597099999998,34.802075,38.996815000000005
Norway,Syria,109051839,60.472024,8.468946,34.802075,38.996815000000005
Poland,Syria,604961,51.919438,19.145135999999997,34.802075,38.996815000000005
Portugal,Syria,450643,39.399871999999995,-8.224454,34.802075,38.996815000000005
Saudi Arabia,Syria,249143351,23.885942,45.079162,34.802075,38.996815000000005
Slovenia,Syria,95384,46.151241,14.995463,34.802075,38.996815000000005
Spain,Syria,57931261,40.463667,-3.7492199999999998,34.802075,38.996815000000005
Sweden,Syria,72704045,60.128161,18.643501,34.802075,38.996815000000005
Switzerland,Syria,47934546,46.818188,8.227511999999999,34.802075,38.996815000000005
United Arab Emirates,Syria,112043982,23.424076,53.847818000000004,34.802075,38.996815000000005
United Kingdom,Syria,277196367,55.378051,-3.435973,34.802075,38.996815000000005
United States,Syria,976653635,37.09024,-95.712891,34.802075,38.996815000000005
Australia,Tajikistan,1657663,-25.274398,133.775136,38.861034000000004,71.276093
Austria,Tajikistan,9572187,47.516231,14.550072,38.861034000000004,71.276093
Belgium,Tajikistan,889066,50.503887,4.469936,38.861034000000004,71.276093
Canada,Tajikistan,16709332,56.130366,-106.34677099999999,38.861034000000004,71.276093
Cyprus,Tajikistan,41437,35.126413,33.429859,38.861034000000004,71.276093
Czech Republic,Tajikistan,129952,49.817492,15.472961999999999,38.861034000000004,71.276093
Denmark,Tajikistan,5968377,56.26392,9.501785,38.861034000000004,71.276093
Estonia,Tajikistan,67751,58.595271999999994,25.013607,38.861034000000004,71.276093
Finland,Tajikistan,15156254,61.92411,25.748151,38.861034000000004,71.276093
France,Tajikistan,48823595,46.227638,2.213749,38.861034000000004,71.276093
Germany,Tajikistan,288956137,51.165690999999995,10.451526,38.861034000000004,71.276093
Greece,Tajikistan,314187,39.074208,21.824312,38.861034000000004,71.276093
India,Tajikistan,16991962,20.593684,78.96288,38.861034000000004,71.276093
Ireland,Tajikistan,766473,53.41291,-8.243889999999999,38.861034000000004,71.276093
Italy,Tajikistan,2142704,41.87194,12.56738,38.861034000000004,71.276093
Japan,Tajikistan,228277913,36.204824,138.252924,38.861034000000004,71.276093
Kuwait,Tajikistan,35230303,29.311659999999996,47.481766,38.861034000000004,71.276093
Lithuania,Tajikistan,6502,55.169438,23.881275,38.861034000000004,71.276093
Luxembourg,Tajikistan,2517222,49.815273,6.129583,38.861034000000004,71.276093
Netherlands,Tajikistan,2661271,52.132633,5.291266,38.861034000000004,71.276093
New Zealand,Tajikistan,5945,-40.900557,174.88597099999998,38.861034000000004,71.276093
Norway,Tajikistan,32598492,60.472024,8.468946,38.861034000000004,71.276093
Poland,Tajikistan,461650,51.919438,19.145135999999997,38.861034000000004,71.276093
Portugal,Tajikistan,4181,39.399871999999995,-8.224454,38.861034000000004,71.276093
Saudi Arabia,Tajikistan,44400149,23.885942,45.079162,38.861034000000004,71.276093
Slovenia,Tajikistan,2946,46.151241,14.995463,38.861034000000004,71.276093
Spain,Tajikistan,9243981,40.463667,-3.7492199999999998,38.861034000000004,71.276093
Sweden,Tajikistan,28568504,60.128161,18.643501,38.861034000000004,71.276093
Switzerland,Tajikistan,180577150,46.818188,8.227511999999999,38.861034000000004,71.276093
United Arab Emirates,Tajikistan,34053285,23.424076,53.847818000000004,38.861034000000004,71.276093
United Kingdom,Tajikistan,47129254,55.378051,-3.435973,38.861034000000004,71.276093
United States,Tajikistan,337075011,37.09024,-95.712891,38.861034000000004,71.276093
Australia,Tanzania,43378323,-25.274398,133.775136,-6.369028,34.888822
Austria,Tanzania,22310124,47.516231,14.550072,-6.369028,34.888822
Belgium,Tanzania,151720559,50.503887,4.469936,-6.369028,34.888822
Brazil,Tanzania,874406,-14.235004,-51.92528,-6.369028,34.888822
Canada,Tanzania,856656955,56.130366,-106.34677099999999,-6.369028,34.888822
Czech Republic,Tanzania,45899,49.817492,15.472961999999999,-6.369028,34.888822
Denmark,Tanzania,759402530,56.26392,9.501785,-6.369028,34.888822
Finland,Tanzania,445599326,61.92411,25.748151,-6.369028,34.888822
France,Tanzania,168299110,46.227638,2.213749,-6.369028,34.888822
Germany,Tanzania,781609004,51.165690999999995,10.451526,-6.369028,34.888822
Greece,Tanzania,1079743,39.074208,21.824312,-6.369028,34.888822
India,Tanzania,40298078,20.593684,78.96288,-6.369028,34.888822
Ireland,Tanzania,347084305,53.41291,-8.243889999999999,-6.369028,34.888822
Italy,Tanzania,50394128,41.87194,12.56738,-6.369028,34.888822
Japan,Tanzania,2104878497,36.204824,138.252924,-6.369028,34.888822
Kuwait,Tanzania,547541,29.311659999999996,47.481766,-6.369028,34.888822
Luxembourg,Tanzania,2294023,49.815273,6.129583,-6.369028,34.888822
Netherlands,Tanzania,424175050,52.132633,5.291266,-6.369028,34.888822
New Zealand,Tanzania,7550252,-40.900557,174.88597099999998,-6.369028,34.888822
Norway,Tanzania,1065946171,60.472024,8.468946,-6.369028,34.888822
Poland,Tanzania,851356,51.919438,19.145135999999997,-6.369028,34.888822
Portugal,Tanzania,152374,39.399871999999995,-8.224454,-6.369028,34.888822
Saudi Arabia,Tanzania,6165233,23.885942,45.079162,-6.369028,34.888822
Spain,Tanzania,45166213,40.463667,-3.7492199999999998,-6.369028,34.888822
Sweden,Tanzania,824935383,60.128161,18.643501,-6.369028,34.888822
Switzerland,Tanzania,234603557,46.818188,8.227511999999999,-6.369028,34.888822
Thailand,Tanzania,11117,15.870032,100.992541,-6.369028,34.888822
United Arab Emirates,Tanzania,52080919,23.424076,53.847818000000004,-6.369028,34.888822
United Kingdom,Tanzania,1159962076,55.378051,-3.435973,-6.369028,34.888822
United States,Tanzania,3773205484,37.09024,-95.712891,-6.369028,34.888822
Australia,Thailand,56519497,-25.274398,133.775136,15.870032,100.992541
Austria,Thailand,6872661,47.516231,14.550072,15.870032,100.992541
Belgium,Thailand,3295210,50.503887,4.469936,15.870032,100.992541
Canada,Thailand,13814305,56.130366,-106.34677099999999,15.870032,100.992541
Colombia,Thailand,20249,4.570868,-74.297333,15.870032,100.992541
Czech Republic,Thailand,155108,49.817492,15.472961999999999,15.870032,100.992541
Denmark,Thailand,5070264,56.26392,9.501785,15.870032,100.992541
Finland,Thailand,18324082,61.92411,25.748151,15.870032,100.992541
France,Thailand,187367157,46.227638,2.213749,15.870032,100.992541
Germany,Thailand,148942583,51.165690999999995,10.451526,15.870032,100.992541
Greece,Thailand,522665,39.074208,21.824312,15.870032,100.992541
Ireland,Thailand,1917987,53.41291,-8.243889999999999,15.870032,100.992541
Italy,Thailand,5739127,41.87194,12.56738,15.870032,100.992541
Japan,Thailand,2421774778,36.204824,138.252924,15.870032,100.992541
Luxembourg,Thailand,3245586,49.815273,6.129583,15.870032,100.992541
Netherlands,Thailand,3389592,52.132633,5.291266,15.870032,100.992541
New Zealand,Thailand,742034,-40.900557,174.88597099999998,15.870032,100.992541
Norway,Thailand,14622247,60.472024,8.468946,15.870032,100.992541
Poland,Thailand,50843,51.919438,19.145135999999997,15.870032,100.992541
Portugal,Thailand,514941,39.399871999999995,-8.224454,15.870032,100.992541
Spain,Thailand,3096305,40.463667,-3.7492199999999998,15.870032,100.992541
Sweden,Thailand,53123867,60.128161,18.643501,15.870032,100.992541
Switzerland,Thailand,14570328,46.818188,8.227511999999999,15.870032,100.992541
United Arab Emirates,Thailand,308185,23.424076,53.847818000000004,15.870032,100.992541
United Kingdom,Thailand,31941564,55.378051,-3.435973,15.870032,100.992541
United States,Thailand,482302513,37.09024,-95.712891,15.870032,100.992541
Australia,Timor-Leste,741887268,-25.274398,133.775136,-8.874217,125.727539
Austria,Timor-Leste,326014,47.516231,14.550072,-8.874217,125.727539
Brazil,Timor-Leste,13606179,-14.235004,-51.92528,-8.874217,125.727539
Canada,Timor-Leste,6265574,56.130366,-106.34677099999999,-8.874217,125.727539
Denmark,Timor-Leste,164247,56.26392,9.501785,-8.874217,125.727539
Finland,Timor-Leste,7644786,61.92411,25.748151,-8.874217,125.727539
France,Timor-Leste,1981927,46.227638,2.213749,-8.874217,125.727539
Germany,Timor-Leste,80831998,51.165690999999995,10.451526,-8.874217,125.727539
Greece,Timor-Leste,53127,39.074208,21.824312,-8.874217,125.727539
Ireland,Timor-Leste,40874570,53.41291,-8.243889999999999,-8.874217,125.727539
Italy,Timor-Leste,3758690,41.87194,12.56738,-8.874217,125.727539
Japan,Timor-Leste,228705074,36.204824,138.252924,-8.874217,125.727539
Luxembourg,Timor-Leste,11068,49.815273,6.129583,-8.874217,125.727539
Monaco,Timor-Leste,67835,43.750298,7.412841,-8.874217,125.727539
New Zealand,Timor-Leste,68665495,-40.900557,174.88597099999998,-8.874217,125.727539
Norway,Timor-Leste,75155250,60.472024,8.468946,-8.874217,125.727539
Portugal,Timor-Leste,224611984,39.399871999999995,-8.224454,-8.874217,125.727539
Spain,Timor-Leste,51320772,40.463667,-3.7492199999999998,-8.874217,125.727539
Sweden,Timor-Leste,31507988,60.128161,18.643501,-8.874217,125.727539
Switzerland,Timor-Leste,670444,46.818188,8.227511999999999,-8.874217,125.727539
Thailand,Timor-Leste,423358,15.870032,100.992541,-8.874217,125.727539
United Arab Emirates,Timor-Leste,127755,23.424076,53.847818000000004,-8.874217,125.727539
United Kingdom,Timor-Leste,2118107,55.378051,-3.435973,-8.874217,125.727539
United States,Timor-Leste,240609026,37.09024,-95.712891,-8.874217,125.727539
Australia,Togo,3444129,-25.274398,133.775136,8.619543,0.824782
Austria,Togo,49618186,47.516231,14.550072,8.619543,0.824782
Belgium,Togo,217499515,50.503887,4.469936,8.619543,0.824782
Brazil,Togo,309121,-14.235004,-51.92528,8.619543,0.824782
Canada,Togo,38813874,56.130366,-106.34677099999999,8.619543,0.824782
Denmark,Togo,3782702,56.26392,9.501785,8.619543,0.824782
Finland,Togo,2379435,61.92411,25.748151,8.619543,0.824782
France,Togo,643425506,46.227638,2.213749,8.619543,0.824782
Germany,Togo,188014553,51.165690999999995,10.451526,8.619543,0.824782
Greece,Togo,224994,39.074208,21.824312,8.619543,0.824782
Iceland,Togo,96523,64.96305100000001,-19.020835,8.619543,0.824782
Ireland,Togo,1069339,53.41291,-8.243889999999999,8.619543,0.824782
Italy,Togo,21521996,41.87194,12.56738,8.619543,0.824782
Japan,Togo,99185172,36.204824,138.252924,8.619543,0.824782
Kuwait,Togo,26637299,29.311659999999996,47.481766,8.619543,0.824782
Luxembourg,Togo,4991157,49.815273,6.129583,8.619543,0.824782
Netherlands,Togo,31755553,52.132633,5.291266,8.619543,0.824782
Norway,Togo,766483,60.472024,8.468946,8.619543,0.824782
Poland,Togo,1657,51.919438,19.145135999999997,8.619543,0.824782
Portugal,Togo,9214,39.399871999999995,-8.224454,8.619543,0.824782
Spain,Togo,92009540,40.463667,-3.7492199999999998,8.619543,0.824782
Sweden,Togo,16755058,60.128161,18.643501,8.619543,0.824782
Switzerland,Togo,274688870,46.818188,8.227511999999999,8.619543,0.824782
United Arab Emirates,Togo,1275775,23.424076,53.847818000000004,8.619543,0.824782
United Kingdom,Togo,21611744,55.378051,-3.435973,8.619543,0.824782
United States,Togo,185431482,37.09024,-95.712891,8.619543,0.824782
Australia,Tokelau,6355513,-25.274398,133.775136,-8.967363,-171.855881
Japan,Tokelau,9739,36.204824,138.252924,-8.967363,-171.855881
New Zealand,Tokelau,137172770,-40.900557,174.88597099999998,-8.967363,-171.855881
Australia,Tonga,171238296,-25.274398,133.775136,-21.178986,-175.198242
Canada,Tonga,244913,56.130366,-106.34677099999999,-21.178986,-175.198242
Denmark,Tonga,209205,56.26392,9.501785,-21.178986,-175.198242
France,Tonga,122312,46.227638,2.213749,-21.178986,-175.198242
Germany,Tonga,26337,51.165690999999995,10.451526,-21.178986,-175.198242
India,Tonga,11123,20.593684,78.96288,-21.178986,-175.198242
Italy,Tonga,57718,41.87194,12.56738,-21.178986,-175.198242
Japan,Tonga,101158975,36.204824,138.252924,-21.178986,-175.198242
New Zealand,Tonga,126530574,-40.900557,174.88597099999998,-21.178986,-175.198242
Spain,Tonga,70468,40.463667,-3.7492199999999998,-21.178986,-175.198242
United Arab Emirates,Tonga,5000000,23.424076,53.847818000000004,-21.178986,-175.198242
United Kingdom,Tonga,746261,55.378051,-3.435973,-21.178986,-175.198242
United States,Tonga,8822885,37.09024,-95.712891,-21.178986,-175.198242
Australia,Tunisia,1599967,-25.274398,133.775136,33.886917,9.537499
Austria,Tunisia,5343764,47.516231,14.550072,33.886917,9.537499
Belgium,Tunisia,22651964,50.503887,4.469936,33.886917,9.537499
Brazil,Tunisia,20158,-14.235004,-51.92528,33.886917,9.537499
Canada,Tunisia,17290705,56.130366,-106.34677099999999,33.886917,9.537499
Czech Republic,Tunisia,151255,49.817492,15.472961999999999,33.886917,9.537499
Denmark,Tunisia,11417427,56.26392,9.501785,33.886917,9.537499
Estonia,Tunisia,245382,58.595271999999994,25.013607,33.886917,9.537499
Finland,Tunisia,4041629,61.92411,25.748151,33.886917,9.537499
France,Tunisia,2243328581,46.227638,2.213749,33.886917,9.537499
Germany,Tunisia,820210712,51.165690999999995,10.451526,33.886917,9.537499
Greece,Tunisia,1039359,39.074208,21.824312,33.886917,9.537499
Ireland,Tunisia,73036,53.41291,-8.243889999999999,33.886917,9.537499
Italy,Tunisia,299796175,41.87194,12.56738,33.886917,9.537499
Japan,Tunisia,800100036,36.204824,138.252924,33.886917,9.537499
Kuwait,Tunisia,114001919,29.311659999999996,47.481766,33.886917,9.537499
Luxembourg,Tunisia,5802391,49.815273,6.129583,33.886917,9.537499
Monaco,Tunisia,674329,43.750298,7.412841,33.886917,9.537499
Netherlands,Tunisia,8296120,52.132633,5.291266,33.886917,9.537499
New Zealand,Tunisia,21697,-40.900557,174.88597099999998,33.886917,9.537499
Norway,Tunisia,538129,60.472024,8.468946,33.886917,9.537499
Poland,Tunisia,355993,51.919438,19.145135999999997,33.886917,9.537499
Portugal,Tunisia,413908,39.399871999999995,-8.224454,33.886917,9.537499
Saudi Arabia,Tunisia,41421773,23.885942,45.079162,33.886917,9.537499
Spain,Tunisia,670459979,40.463667,-3.7492199999999998,33.886917,9.537499
Sweden,Tunisia,23309826,60.128161,18.643501,33.886917,9.537499
Switzerland,Tunisia,92157905,46.818188,8.227511999999999,33.886917,9.537499
Thailand,Tunisia,31773,15.870032,100.992541,33.886917,9.537499
United Arab Emirates,Tunisia,14696520,23.424076,53.847818000000004,33.886917,9.537499
United Kingdom,Tunisia,38863273,55.378051,-3.435973,33.886917,9.537499
United States,Tunisia,219862569,37.09024,-95.712891,33.886917,9.537499
Australia,Turkey,5152479,-25.274398,133.775136,38.963745,35.243322
Austria,Turkey,219608989,47.516231,14.550072,38.963745,35.243322
Belgium,Turkey,1217167,50.503887,4.469936,38.963745,35.243322
Canada,Turkey,9166218,56.130366,-106.34677099999999,38.963745,35.243322
Czech Republic,Turkey,1102564,49.817492,15.472961999999999,38.963745,35.243322
Denmark,Turkey,4561694,56.26392,9.501785,38.963745,35.243322
Estonia,Turkey,165762,58.595271999999994,25.013607,38.963745,35.243322
Finland,Turkey,4720213,61.92411,25.748151,38.963745,35.243322
France,Turkey,1356432857,46.227638,2.213749,38.963745,35.243322
Germany,Turkey,1678163637,51.165690999999995,10.451526,38.963745,35.243322
Greece,Turkey,31725815,39.074208,21.824312,38.963745,35.243322
Ireland,Turkey,1427006,53.41291,-8.243889999999999,38.963745,35.243322
Italy,Turkey,1671715,41.87194,12.56738,38.963745,35.243322
Japan,Turkey,1145353378,36.204824,138.252924,38.963745,35.243322
Luxembourg,Turkey,409723,49.815273,6.129583,38.963745,35.243322
Netherlands,Turkey,3247388,52.132633,5.291266,38.963745,35.243322
New Zealand,Turkey,197410,-40.900557,174.88597099999998,38.963745,35.243322
Norway,Turkey,10027669,60.472024,8.468946,38.963745,35.243322
Poland,Turkey,46902,51.919438,19.145135999999997,38.963745,35.243322
Portugal,Turkey,345040,39.399871999999995,-8.224454,38.963745,35.243322
Slovenia,Turkey,95185,46.151241,14.995463,38.963745,35.243322
Spain,Turkey,108184612,40.463667,-3.7492199999999998,38.963745,35.243322
Sweden,Turkey,83066187,60.128161,18.643501,38.963745,35.243322
Switzerland,Turkey,7754664,46.818188,8.227511999999999,38.963745,35.243322
Taiwan,Turkey,13422902,23.69781,120.96051499999999,38.963745,35.243322
United Arab Emirates,Turkey,2950809,23.424076,53.847818000000004,38.963745,35.243322
United Kingdom,Turkey,41033081,55.378051,-3.435973,38.963745,35.243322
United States,Turkey,197835353,37.09024,-95.712891,38.963745,35.243322
Australia,Tuvalu,64009810,-25.274398,133.775136,-7.109535,177.64933
Canada,Tuvalu,1059830,56.130366,-106.34677099999999,-7.109535,177.64933
Czech Republic,Tuvalu,14290,49.817492,15.472961999999999,-7.109535,177.64933
Finland,Tuvalu,79919,61.92411,25.748151,-7.109535,177.64933
Germany,Tuvalu,19195,51.165690999999995,10.451526,-7.109535,177.64933
Greece,Tuvalu,44602,39.074208,21.824312,-7.109535,177.64933
India,Tuvalu,11123,20.593684,78.96288,-7.109535,177.64933
Japan,Tuvalu,65345809,36.204824,138.252924,-7.109535,177.64933
New Zealand,Tuvalu,27879191,-40.900557,174.88597099999998,-7.109535,177.64933
Switzerland,Tuvalu,71250,46.818188,8.227511999999999,-7.109535,177.64933
Taiwan,Tuvalu,2945192,23.69781,120.96051499999999,-7.109535,177.64933
United Arab Emirates,Tuvalu,4915454,23.424076,53.847818000000004,-7.109535,177.64933
United Kingdom,Tuvalu,130233,55.378051,-3.435973,-7.109535,177.64933
United States,Tuvalu,60350,37.09024,-95.712891,-7.109535,177.64933
Australia,Uganda,32598637,-25.274398,133.775136,1.373333,32.290275
Austria,Uganda,96249519,47.516231,14.550072,1.373333,32.290275
Belgium,Uganda,177458306,50.503887,4.469936,1.373333,32.290275
Brazil,Uganda,42244,-14.235004,-51.92528,1.373333,32.290275
Canada,Uganda,98186440,56.130366,-106.34677099999999,1.373333,32.290275
Czech Republic,Uganda,63115,49.817492,15.472961999999999,1.373333,32.290275
Denmark,Uganda,500200654,56.26392,9.501785,1.373333,32.290275
Estonia,Uganda,181426,58.595271999999994,25.013607,1.373333,32.290275
Finland,Uganda,39379313,61.92411,25.748151,1.373333,32.290275
France,Uganda,108974888,46.227638,2.213749,1.373333,32.290275
