donor,recipient,amount,latitude_donor,longitude_donor,latitude_recipient,longitude_recipient
Australia,Afghanistan,1064924324,-25.274398,133.775136,33.93911,67.709953
Austria,Afghanistan,9024646,47.516231,14.550072,33.93911,67.709953
Belgium,Afghanistan,93880787,50.503887,4.469936,33.93911,67.709953
Brazil,Afghanistan,174940,-14.235004,-51.92528,33.93911,67.709953
Canada,Afghanistan,1765099638,56.130366,-106.34677099999999,33.93911,67.709953
Colombia,Afghanistan,159339,4.570868,-74.297333,33.93911,67.709953
Cyprus,Afghanistan,149951,35.126413,33.429859,33.93911,67.709953
Czech Republic,Afghanistan,29249609,49.817492,15.472961999999999,33.93911,67.709953
Denmark,Afghanistan,570450229,56.26392,9.501785,33.93911,67.709953
Estonia,Afghanistan,5447717,58.595271999999994,25.013607,33.93911,67.709953
Finland,Afghanistan,286240297,61.92411,25.748151,33.93911,67.709953
France,Afghanistan,448849855,46.227638,2.213749,33.93911,67.709953
Germany,Afghanistan,3451042646,51.165690999999995,10.451526,33.93911,67.709953
Greece,Afghanistan,49874133,39.074208,21.824312,33.93911,67.709953
Hungary,Afghanistan,5229022,47.162494,19.503304,33.93911,67.709953
Iceland,Afghanistan,2998719,64.96305100000001,-19.020835,33.93911,67.709953
India,Afghanistan,548710682,20.593684,78.96288,33.93911,67.709953
Ireland,Afghanistan,50336616,53.41291,-8.243889999999999,33.93911,67.709953
Italy,Afghanistan,506855204,41.87194,12.56738,33.93911,67.709953
Japan,Afghanistan,3663916717,36.204824,138.252924,33.93911,67.709953
Latvia,Afghanistan,170826,56.879635,24.603189,33.93911,67.709953
Liechtenstein,Afghanistan,188405,47.166000000000004,9.555373,33.93911,67.709953
Lithuania,Afghanistan,4527377,55.169438,23.881275,33.93911,67.709953
Luxembourg,Afghanistan,26134819,49.815273,6.129583,33.93911,67.709953
Netherlands,Afghanistan,1023140056,52.132633,5.291266,33.93911,67.709953
New Zealand,Afghanistan,65955492,-40.900557,174.88597099999998,33.93911,67.709953
Norway,Afghanistan,1150232612,60.472024,8.468946,33.93911,67.709953
Poland,Afghanistan,3412892,51.919438,19.145135999999997,33.93911,67.709953
Portugal,Afghanistan,55051815,39.399871999999995,-8.224454,33.93911,67.709953
Romania,Afghanistan,376067,45.943160999999996,24.96676,33.93911,67.709953
Saudi Arabia,Afghanistan,31353297,23.885942,45.079162,33.93911,67.709953
Slovenia,Afghanistan,891525,46.151241,14.995463,33.93911,67.709953
Spain,Afghanistan,267888657,40.463667,-3.7492199999999998,33.93911,67.709953
Sweden,Afghanistan,640714598,60.128161,18.643501,33.93911,67.709953
Switzerland,Afghanistan,197413956,46.818188,8.227511999999999,33.93911,67.709953
Thailand,Afghanistan,197355,15.870032,100.992541,33.93911,67.709953
United Arab Emirates,Afghanistan,573107523,23.424076,53.847818000000004,33.93911,67.709953
United Kingdom,Afghanistan,1830271905,55.378051,-3.435973,33.93911,67.709953
United States,Afghanistan,21014003259,37.09024,-95.712891,33.93911,67.709953
Australia,Albania,83015,-25.274398,133.775136,41.153332,20.168331
Austria,Albania,71972843,47.516231,14.550072,41.153332,20.168331
Belgium,Albania,930492,50.503887,4.469936,41.153332,20.168331
Canada,Albania,249695,56.130366,-106.34677099999999,41.153332,20.168331
Cyprus,Albania,44066,35.126413,33.429859,41.153332,20.168331
Czech Republic,Albania,1035085,49.817492,15.472961999999999,41.153332,20.168331
Denmark,Albania,22059232,56.26392,9.501785,41.153332,20.168331
Estonia,Albania,63956,58.595271999999994,25.013607,41.153332,20.168331
Finland,Albania,3799251,61.92411,25.748151,41.153332,20.168331
France,Albania,63396593,46.227638,2.213749,41.153332,20.168331
Germany,Albania,436159714,51.165690999999995,10.451526,41.153332,20.168331
Greece,Albania,317135541,39.074208,21.824312,41.153332,20.168331
Hungary,Albania,72867,47.162494,19.503304,41.153332,20.168331
Ireland,Albania,2862815,53.41291,-8.243889999999999,41.153332,20.168331
Italy,Albania,114047000,41.87194,12.56738,41.153332,20.168331
Japan,Albania,155289489,36.204824,138.252924,41.153332,20.168331
Kuwait,Albania,25269708,29.311659999999996,47.481766,41.153332,20.168331
Liechtenstein,Albania,177473,47.166000000000004,9.555373,41.153332,20.168331
Luxembourg,Albania,3335090,49.815273,6.129583,41.153332,20.168331
Netherlands,Albania,31214855,52.132633,5.291266,41.153332,20.168331
Norway,Albania,23537949,60.472024,8.468946,41.153332,20.168331
Poland,Albania,130921,51.919438,19.145135999999997,41.153332,20.168331
Portugal,Albania,7864,39.399871999999995,-8.224454,41.153332,20.168331
Saudi Arabia,Albania,12921596,23.885942,45.079162,41.153332,20.168331
Slovenia,Albania,381701,46.151241,14.995463,41.153332,20.168331
Spain,Albania,36497383,40.463667,-3.7492199999999998,41.153332,20.168331
Sweden,Albania,68604638,60.128161,18.643501,41.153332,20.168331
Switzerland,Albania,145317031,46.818188,8.227511999999999,41.153332,20.168331
United Arab Emirates,Albania,114970801,23.424076,53.847818000000004,41.153332,20.168331
United Kingdom,Albania,11878558,55.378051,-3.435973,41.153332,20.168331
United States,Albania,214051477,37.09024,-95.712891,41.153332,20.168331
Australia,Algeria,203953,-25.274398,133.775136,28.033886,1.6596259999999998
Austria,Algeria,1176740,47.516231,14.550072,28.033886,1.6596259999999998
Belgium,Algeria,75819396,50.503887,4.469936,28.033886,1.6596259999999998
Brazil,Algeria,4323415,-14.235004,-51.92528,28.033886,1.6596259999999998
Canada,Algeria,7459921,56.130366,-106.34677099999999,28.033886,1.6596259999999998
Czech Republic,Algeria,401170,49.817492,15.472961999999999,28.033886,1.6596259999999998
Denmark,Algeria,148763,56.26392,9.501785,28.033886,1.6596259999999998
Finland,Algeria,3094945,61.92411,25.748151,28.033886,1.6596259999999998
France,Algeria,1059318914,46.227638,2.213749,28.033886,1.6596259999999998
Germany,Algeria,86258803,51.165690999999995,10.451526,28.033886,1.6596259999999998
Greece,Algeria,548445,39.074208,21.824312,28.033886,1.6596259999999998
Ireland,Algeria,347608,53.41291,-8.243889999999999,28.033886,1.6596259999999998
Italy,Algeria,13640692,41.87194,12.56738,28.033886,1.6596259999999998
Japan,Algeria,16911038,36.204824,138.252924,28.033886,1.6596259999999998
Luxembourg,Algeria,28778,49.815273,6.129583,28.033886,1.6596259999999998
Netherlands,Algeria,542180,52.132633,5.291266,28.033886,1.6596259999999998
Norway,Algeria,4939767,60.472024,8.468946,28.033886,1.6596259999999998
Portugal,Algeria,331381,39.399871999999995,-8.224454,28.033886,1.6596259999999998
Spain,Algeria,168740933,40.463667,-3.7492199999999998,28.033886,1.6596259999999998
Sweden,Algeria,11794038,60.128161,18.643501,28.033886,1.6596259999999998
Switzerland,Algeria,15185646,46.818188,8.227511999999999,28.033886,1.6596259999999998
United Arab Emirates,Algeria,290254702,23.424076,53.847818000000004,28.033886,1.6596259999999998
United Kingdom,Algeria,19375969,55.378051,-3.435973,28.033886,1.6596259999999998
United States,Algeria,74639458,37.09024,-95.712891,28.033886,1.6596259999999998
Australia,Angola,626513,-25.274398,133.775136,-11.202691999999999,17.873887
Austria,Angola,248423,47.516231,14.550072,-11.202691999999999,17.873887
Belgium,Angola,38164037,50.503887,4.469936,-11.202691999999999,17.873887
Brazil,Angola,8190431,-14.235004,-51.92528,-11.202691999999999,17.873887
Canada,Angola,25862980,56.130366,-106.34677099999999,-11.202691999999999,17.873887
Czech Republic,Angola,4060777,49.817492,15.472961999999999,-11.202691999999999,17.873887
Denmark,Angola,10444024,56.26392,9.501785,-11.202691999999999,17.873887
Finland,Angola,12583079,61.92411,25.748151,-11.202691999999999,17.873887
France,Angola,48371449,46.227638,2.213749,-11.202691999999999,17.873887
Germany,Angola,45463738,51.165690999999995,10.451526,-11.202691999999999,17.873887
Greece,Angola,319079,39.074208,21.824312,-11.202691999999999,17.873887
India,Angola,49044289,20.593684,78.96288,-11.202691999999999,17.873887
Ireland,Angola,11770990,53.41291,-8.243889999999999,-11.202691999999999,17.873887
Italy,Angola,48715584,41.87194,12.56738,-11.202691999999999,17.873887
Japan,Angola,152819505,36.204824,138.252924,-11.202691999999999,17.873887
Netherlands,Angola,4259805,52.132633,5.291266,-11.202691999999999,17.873887
New Zealand,Angola,132381,-40.900557,174.88597099999998,-11.202691999999999,17.873887
Norway,Angola,119658417,60.472024,8.468946,-11.202691999999999,17.873887
Poland,Angola,39625605,51.919438,19.145135999999997,-11.202691999999999,17.873887
Portugal,Angola,143553530,39.399871999999995,-8.224454,-11.202691999999999,17.873887
Spain,Angola,399835728,40.463667,-3.7492199999999998,-11.202691999999999,17.873887
Sweden,Angola,16339130,60.128161,18.643501,-11.202691999999999,17.873887
Switzerland,Angola,7719995,46.818188,8.227511999999999,-11.202691999999999,17.873887
United Arab Emirates,Angola,18074,23.424076,53.847818000000004,-11.202691999999999,17.873887
United Kingdom,Angola,29189325,55.378051,-3.435973,-11.202691999999999,17.873887
United States,Angola,478795962,37.09024,-95.712891,-11.202691999999999,17.873887
Australia,Argentina,3972903,-25.274398,133.775136,-38.416097,-63.616671999999994
Austria,Argentina,1877778,47.516231,14.550072,-38.416097,-63.616671999999994
Belgium,Argentina,883266,50.503887,4.469936,-38.416097,-63.616671999999994
Brazil,Argentina,1391914,-14.235004,-51.92528,-38.416097,-63.616671999999994
Canada,Argentina,11497092,56.130366,-106.34677099999999,-38.416097,-63.616671999999994
Chile,Argentina,40415,-35.675146999999996,-71.542969,-38.416097,-63.616671999999994
Colombia,Argentina,27651,4.570868,-74.297333,-38.416097,-63.616671999999994
Czech Republic,Argentina,27036,49.817492,15.472961999999999,-38.416097,-63.616671999999994
Finland,Argentina,1827051,61.92411,25.748151,-38.416097,-63.616671999999994
France,Argentina,93117145,46.227638,2.213749,-38.416097,-63.616671999999994
Germany,Argentina,237305456,51.165690999999995,10.451526,-38.416097,-63.616671999999994
Greece,Argentina,3208379,39.074208,21.824312,-38.416097,-63.616671999999994
Ireland,Argentina,1590762,53.41291,-8.243889999999999,-38.416097,-63.616671999999994
Italy,Argentina,60453860,41.87194,12.56738,-38.416097,-63.616671999999994
Japan,Argentina,124216786,36.204824,138.252924,-38.416097,-63.616671999999994
Luxembourg,Argentina,1183551,49.815273,6.129583,-38.416097,-63.616671999999994
Netherlands,Argentina,1184454,52.132633,5.291266,-38.416097,-63.616671999999994
New Zealand,Argentina,1132830,-40.900557,174.88597099999998,-38.416097,-63.616671999999994
Norway,Argentina,462756,60.472024,8.468946,-38.416097,-63.616671999999994
Poland,Argentina,21049,51.919438,19.145135999999997,-38.416097,-63.616671999999994
Portugal,Argentina,707439,39.399871999999995,-8.224454,-38.416097,-63.616671999999994
Spain,Argentina,180818088,40.463667,-3.7492199999999998,-38.416097,-63.616671999999994
Sweden,Argentina,1422681,60.128161,18.643501,-38.416097,-63.616671999999994
Switzerland,Argentina,2245898,46.818188,8.227511999999999,-38.416097,-63.616671999999994
United Arab Emirates,Argentina,52606,23.424076,53.847818000000004,-38.416097,-63.616671999999994
United Kingdom,Argentina,10385638,55.378051,-3.435973,-38.416097,-63.616671999999994
United States,Argentina,35342901,37.09024,-95.712891,-38.416097,-63.616671999999994
Australia,Azerbaijan,677058,-25.274398,133.775136,40.143105,47.576927000000005
Austria,Azerbaijan,6266658,47.516231,14.550072,40.143105,47.576927000000005
Belgium,Azerbaijan,2380763,50.503887,4.469936,40.143105,47.576927000000005
Canada,Azerbaijan,322061,56.130366,-106.34677099999999,40.143105,47.576927000000005
Cyprus,Azerbaijan,92050,35.126413,33.429859,40.143105,47.576927000000005
Czech Republic,Azerbaijan,361200,49.817492,15.472961999999999,40.143105,47.576927000000005
Denmark,Azerbaijan,131476,56.26392,9.501785,40.143105,47.576927000000005
Estonia,Azerbaijan,113554,58.595271999999994,25.013607,40.143105,47.576927000000005
Finland,Azerbaijan,2864685,61.92411,25.748151,40.143105,47.576927000000005
France,Azerbaijan,47035163,46.227638,2.213749,40.143105,47.576927000000005
Germany,Azerbaijan,349776918,51.165690999999995,10.451526,40.143105,47.576927000000005
Greece,Azerbaijan,1338218,39.074208,21.824312,40.143105,47.576927000000005
Ireland,Azerbaijan,60656,53.41291,-8.243889999999999,40.143105,47.576927000000005
Italy,Azerbaijan,384290,41.87194,12.56738,40.143105,47.576927000000005
Japan,Azerbaijan,431681941,36.204824,138.252924,40.143105,47.576927000000005
Liechtenstein,Azerbaijan,59089,47.166000000000004,9.555373,40.143105,47.576927000000005
Lithuania,Azerbaijan,92711,55.169438,23.881275,40.143105,47.576927000000005
Luxembourg,Azerbaijan,299916,49.815273,6.129583,40.143105,47.576927000000005
Netherlands,Azerbaijan,131282,52.132633,5.291266,40.143105,47.576927000000005
Norway,Azerbaijan,32042636,60.472024,8.468946,40.143105,47.576927000000005
Poland,Azerbaijan,286602,51.919438,19.145135999999997,40.143105,47.576927000000005
Portugal,Azerbaijan,2287,39.399871999999995,-8.224454,40.143105,47.576927000000005
Saudi Arabia,Azerbaijan,41232140,23.885942,45.079162,40.143105,47.576927000000005
Slovenia,Azerbaijan,7747,46.151241,14.995463,40.143105,47.576927000000005
Spain,Azerbaijan,596247,40.463667,-3.7492199999999998,40.143105,47.576927000000005
Sweden,Azerbaijan,6902948,60.128161,18.643501,40.143105,47.576927000000005
Switzerland,Azerbaijan,41759071,46.818188,8.227511999999999,40.143105,47.576927000000005
Taiwan,Azerbaijan,2200402,23.69781,120.96051499999999,40.143105,47.576927000000005
United Arab Emirates,Azerbaijan,60728702,23.424076,53.847818000000004,40.143105,47.576927000000005
United Kingdom,Azerbaijan,11860956,55.378051,-3.435973,40.143105,47.576927000000005
United States,Azerbaijan,268475125,37.09024,-95.712891,40.143105,47.576927000000005
Australia,Bangladesh,542156720,-25.274398,133.775136,23.684994,90.35633100000001
Austria,Bangladesh,4329199,47.516231,14.550072,23.684994,90.35633100000001
Belgium,Bangladesh,14451336,50.503887,4.469936,23.684994,90.35633100000001
Canada,Bangladesh,503236536,56.130366,-106.34677099999999,23.684994,90.35633100000001
Cyprus,Bangladesh,90113,35.126413,33.429859,23.684994,90.35633100000001
Czech Republic,Bangladesh,22996,49.817492,15.472961999999999,23.684994,90.35633100000001
Denmark,Bangladesh,298130367,56.26392,9.501785,23.684994,90.35633100000001
Estonia,Bangladesh,48129,58.595271999999994,25.013607,23.684994,90.35633100000001
Finland,Bangladesh,9044509,61.92411,25.748151,23.684994,90.35633100000001
France,Bangladesh,107081403,46.227638,2.213749,23.684994,90.35633100000001
Germany,Bangladesh,539061646,51.165690999999995,10.451526,23.684994,90.35633100000001
Greece,Bangladesh,1567221,39.074208,21.824312,23.684994,90.35633100000001
Hungary,Bangladesh,59279,47.162494,19.503304,23.684994,90.35633100000001
India,Bangladesh,6540678,20.593684,78.96288,23.684994,90.35633100000001
Ireland,Bangladesh,18944296,53.41291,-8.243889999999999,23.684994,90.35633100000001
Italy,Bangladesh,30949594,41.87194,12.56738,23.684994,90.35633100000001
Japan,Bangladesh,4078307286,36.204824,138.252924,23.684994,90.35633100000001
Kuwait,Bangladesh,66587981,29.311659999999996,47.481766,23.684994,90.35633100000001
Liechtenstein,Bangladesh,45849,47.166000000000004,9.555373,23.684994,90.35633100000001
Luxembourg,Bangladesh,8152004,49.815273,6.129583,23.684994,90.35633100000001
Netherlands,Bangladesh,513148421,52.132633,5.291266,23.684994,90.35633100000001
New Zealand,Bangladesh,7752234,-40.900557,174.88597099999998,23.684994,90.35633100000001
Norway,Bangladesh,137690822,60.472024,8.468946,23.684994,90.35633100000001
Poland,Bangladesh,7179,51.919438,19.145135999999997,23.684994,90.35633100000001
Saudi Arabia,Bangladesh,98333333,23.885942,45.079162,23.684994,90.35633100000001
Spain,Bangladesh,40715833,40.463667,-3.7492199999999998,23.684994,90.35633100000001
Sweden,Bangladesh,276129310,60.128161,18.643501,23.684994,90.35633100000001
Switzerland,Bangladesh,252114712,46.818188,8.227511999999999,23.684994,90.35633100000001
Thailand,Bangladesh,30750,15.870032,100.992541,23.684994,90.35633100000001
United Arab Emirates,Bangladesh,61584849,23.424076,53.847818000000004,23.684994,90.35633100000001
United Kingdom,Bangladesh,1693097377,55.378051,-3.435973,23.684994,90.35633100000001
United States,Bangladesh,1291029711,37.09024,-95.712891,23.684994,90.35633100000001
Australia,Barbados,1816,-25.274398,133.775136,13.193887,-59.543198
Brazil,Barbados,134124,-14.235004,-51.92528,13.193887,-59.543198
Canada,Barbados,2248015,56.130366,-106.34677099999999,13.193887,-59.543198
Colombia,Barbados,5152,4.570868,-74.297333,13.193887,-59.543198
Finland,Barbados,5590,61.92411,25.748151,13.193887,-59.543198
France,Barbados,247966,46.227638,2.213749,13.193887,-59.543198
Germany,Barbados,131037,51.165690999999995,10.451526,13.193887,-59.543198
Greece,Barbados,44602,39.074208,21.824312,13.193887,-59.543198
Italy,Barbados,72148,41.87194,12.56738,13.193887,-59.543198
Japan,Barbados,1594102,36.204824,138.252924,13.193887,-59.543198
New Zealand,Barbados,72628,-40.900557,174.88597099999998,13.193887,-59.543198
Spain,Barbados,230406,40.463667,-3.7492199999999998,13.193887,-59.543198
United Kingdom,Barbados,2936041,55.378051,-3.435973,13.193887,-59.543198
United States,Barbados,1200292,37.09024,-95.712891,13.193887,-59.543198
Australia,Belize,1680182,-25.274398,133.775136,17.189877,-88.49765
Austria,Belize,1309,47.516231,14.550072,17.189877,-88.49765
Belgium,Belize,263,50.503887,4.469936,17.189877,-88.49765
Brazil,Belize,113169,-14.235004,-51.92528,17.189877,-88.49765
Canada,Belize,2374468,56.130366,-106.34677099999999,17.189877,-88.49765
Finland,Belize,202723,61.92411,25.748151,17.189877,-88.49765
France,Belize,11089,46.227638,2.213749,17.189877,-88.49765
Germany,Belize,454568,51.165690999999995,10.451526,17.189877,-88.49765
Greece,Belize,44602,39.074208,21.824312,17.189877,-88.49765
Ireland,Belize,786860,53.41291,-8.243889999999999,17.189877,-88.49765
Italy,Belize,3266,41.87194,12.56738,17.189877,-88.49765
Japan,Belize,17538014,36.204824,138.252924,17.189877,-88.49765
Kuwait,Belize,1038476,29.311659999999996,47.481766,17.189877,-88.49765
New Zealand,Belize,117438,-40.900557,174.88597099999998,17.189877,-88.49765
Norway,Belize,170574,60.472024,8.468946,17.189877,-88.49765
Spain,Belize,359359,40.463667,-3.7492199999999998,17.189877,-88.49765
Taiwan,Belize,4839230,23.69781,120.96051499999999,17.189877,-88.49765
United Arab Emirates,Belize,79632,23.424076,53.847818000000004,17.189877,-88.49765
United Kingdom,Belize,3602512,55.378051,-3.435973,17.189877,-88.49765
United States,Belize,33880753,37.09024,-95.712891,17.189877,-88.49765
Australia,Benin,932348,-25.274398,133.775136,9.30769,2.315834
Austria,Benin,218342,47.516231,14.550072,9.30769,2.315834
Belgium,Benin,195831125,50.503887,4.469936,9.30769,2.315834
Brazil,Benin,2272843,-14.235004,-51.92528,9.30769,2.315834
Canada,Benin,59335944,56.130366,-106.34677099999999,9.30769,2.315834
Czech Republic,Benin,49352,49.817492,15.472961999999999,9.30769,2.315834
Denmark,Benin,129068892,56.26392,9.501785,9.30769,2.315834
Finland,Benin,2071064,61.92411,25.748151,9.30769,2.315834
France,Benin,357125244,46.227638,2.213749,9.30769,2.315834
Germany,Benin,310045556,51.165690999999995,10.451526,9.30769,2.315834
Greece,Benin,261235,39.074208,21.824312,9.30769,2.315834
India,Benin,18226725,20.593684,78.96288,9.30769,2.315834
Ireland,Benin,870390,53.41291,-8.243889999999999,9.30769,2.315834
Italy,Benin,15597117,41.87194,12.56738,9.30769,2.315834
Japan,Benin,187848058,36.204824,138.252924,9.30769,2.315834
Kuwait,Benin,28348321,29.311659999999996,47.481766,9.30769,2.315834
Luxembourg,Benin,13463937,49.815273,6.129583,9.30769,2.315834
Netherlands,Benin,252639364,52.132633,5.291266,9.30769,2.315834
Norway,Benin,94815,60.472024,8.468946,9.30769,2.315834
Portugal,Benin,5562,39.399871999999995,-8.224454,9.30769,2.315834
Saudi Arabia,Benin,36120173,23.885942,45.079162,9.30769,2.315834
Spain,Benin,9342261,40.463667,-3.7492199999999998,9.30769,2.315834
Sweden,Benin,3314609,60.128161,18.643501,9.30769,2.315834
Switzerland,Benin,134874089,46.818188,8.227511999999999,9.30769,2.315834
United Arab Emirates,Benin,11569246,23.424076,53.847818000000004,9.30769,2.315834
United Kingdom,Benin,400410,55.378051,-3.435973,9.30769,2.315834
United States,Benin,383275559,37.09024,-95.712891,9.30769,2.315834
Australia,Bhutan,54984142,-25.274398,133.775136,27.514162,90.433601
Austria,Bhutan,29391731,47.516231,14.550072,27.514162,90.433601
Canada,Bhutan,2046315,56.130366,-106.34677099999999,27.514162,90.433601
Czech Republic,Bhutan,10713,49.817492,15.472961999999999,27.514162,90.433601
Denmark,Bhutan,72518481,56.26392,9.501785,27.514162,90.433601
Finland,Bhutan,3096975,61.92411,25.748151,27.514162,90.433601
France,Bhutan,1737775,46.227638,2.213749,27.514162,90.433601
Germany,Bhutan,3638576,51.165690999999995,10.451526,27.514162,90.433601
Greece,Bhutan,45668,39.074208,21.824312,27.514162,90.433601
India,Bhutan,708654519,20.593684,78.96288,27.514162,90.433601
Japan,Bhutan,234134899,36.204824,138.252924,27.514162,90.433601
Netherlands,Bhutan,15058303,52.132633,5.291266,27.514162,90.433601
New Zealand,Bhutan,456799,-40.900557,174.88597099999998,27.514162,90.433601
Norway,Bhutan,14636613,60.472024,8.468946,27.514162,90.433601
Spain,Bhutan,6952,40.463667,-3.7492199999999998,27.514162,90.433601
Switzerland,Bhutan,30689108,46.818188,8.227511999999999,27.514162,90.433601
Thailand,Bhutan,446567,15.870032,100.992541,27.514162,90.433601
United Kingdom,Bhutan,13205,55.378051,-3.435973,27.514162,90.433601
United States,Bhutan,1474835,37.09024,-95.712891,27.514162,90.433601
Australia,Bolivia,762090,-25.274398,133.775136,-16.290154,-63.588653
Austria,Bolivia,2172529,47.516231,14.550072,-16.290154,-63.588653
Belgium,Bolivia,175091825,50.503887,4.469936,-16.290154,-63.588653
Brazil,Bolivia,2419778,-14.235004,-51.92528,-16.290154,-63.588653
Canada,Bolivia,170557968,56.130366,-106.34677099999999,-16.290154,-63.588653
Chile,Bolivia,1096940,-35.675146999999996,-71.542969,-16.290154,-63.588653
Colombia,Bolivia,21797,4.570868,-74.297333,-16.290154,-63.588653
Czech Republic,Bolivia,102794,49.817492,15.472961999999999,-16.290154,-63.588653
Denmark,Bolivia,180853880,56.26392,9.501785,-16.290154,-63.588653
Finland,Bolivia,9069548,61.92411,25.748151,-16.290154,-63.588653
France,Bolivia,73196736,46.227638,2.213749,-16.290154,-63.588653
Germany,Bolivia,404744725,51.165690999999995,10.451526,-16.290154,-63.588653
Greece,Bolivia,54289,39.074208,21.824312,-16.290154,-63.588653
Ireland,Bolivia,6546614,53.41291,-8.243889999999999,-16.290154,-63.588653
Italy,Bolivia,116107229,41.87194,12.56738,-16.290154,-63.588653
Japan,Bolivia,259807512,36.204824,138.252924,-16.290154,-63.588653
Luxembourg,Bolivia,9209101,49.815273,6.129583,-16.290154,-63.588653
Netherlands,Bolivia,295174029,52.132633,5.291266,-16.290154,-63.588653
New Zealand,Bolivia,439046,-40.900557,174.88597099999998,-16.290154,-63.588653
Norway,Bolivia,29987936,60.472024,8.468946,-16.290154,-63.588653
Poland,Bolivia,89193,51.919438,19.145135999999997,-16.290154,-63.588653
Portugal,Bolivia,1450,39.399871999999995,-8.224454,-16.290154,-63.588653
Spain,Bolivia,466595171,40.463667,-3.7492199999999998,-16.290154,-63.588653
Sweden,Bolivia,231015891,60.128161,18.643501,-16.290154,-63.588653
Switzerland,Bolivia,229871562,46.818188,8.227511999999999,-16.290154,-63.588653
United Arab Emirates,Bolivia,35092,23.424076,53.847818000000004,-16.290154,-63.588653
United Kingdom,Bolivia,3118626,55.378051,-3.435973,-16.290154,-63.588653
United States,Bolivia,607788189,37.09024,-95.712891,-16.290154,-63.588653
Australia,Botswana,9014887,-25.274398,133.775136,-22.328474,24.684866
Austria,Botswana,20989,47.516231,14.550072,-22.328474,24.684866
Belgium,Botswana,1282000,50.503887,4.469936,-22.328474,24.684866
Brazil,Botswana,738430,-14.235004,-51.92528,-22.328474,24.684866
Canada,Botswana,7102199,56.130366,-106.34677099999999,-22.328474,24.684866
Finland,Botswana,4811651,61.92411,25.748151,-22.328474,24.684866
France,Botswana,22265121,46.227638,2.213749,-22.328474,24.684866
Germany,Botswana,445293912,51.165690999999995,10.451526,-22.328474,24.684866
Greece,Botswana,58145,39.074208,21.824312,-22.328474,24.684866
India,Botswana,1574206,20.593684,78.96288,-22.328474,24.684866
Ireland,Botswana,399032,53.41291,-8.243889999999999,-22.328474,24.684866
Japan,Botswana,152933318,36.204824,138.252924,-22.328474,24.684866
Netherlands,Botswana,109374,52.132633,5.291266,-22.328474,24.684866
New Zealand,Botswana,329083,-40.900557,174.88597099999998,-22.328474,24.684866
Norway,Botswana,2516559,60.472024,8.468946,-22.328474,24.684866
Portugal,Botswana,361690,39.399871999999995,-8.224454,-22.328474,24.684866
Spain,Botswana,3545,40.463667,-3.7492199999999998,-22.328474,24.684866
Sweden,Botswana,33737269,60.128161,18.643501,-22.328474,24.684866
Switzerland,Botswana,4043,46.818188,8.227511999999999,-22.328474,24.684866
Thailand,Botswana,1809,15.870032,100.992541,-22.328474,24.684866
United Kingdom,Botswana,7338920,55.378051,-3.435973,-22.328474,24.684866
United States,Botswana,830534595,37.09024,-95.712891,-22.328474,24.684866
Australia,Brazil,7864680,-25.274398,133.775136,-14.235004,-51.92528
Austria,Brazil,17044772,47.516231,14.550072,-14.235004,-51.92528
Belgium,Brazil,31190409,50.503887,4.469936,-14.235004,-51.92528
Canada,Brazil,35249945,56.130366,-106.34677099999999,-14.235004,-51.92528
Chile,Brazil,30225,-35.675146999999996,-71.542969,-14.235004,-51.92528
Czech Republic,Brazil,19072,49.817492,15.472961999999999,-14.235004,-51.92528
Denmark,Brazil,2580623,56.26392,9.501785,-14.235004,-51.92528
Finland,Brazil,9853324,61.92411,25.748151,-14.235004,-51.92528
France,Brazil,1835228198,46.227638,2.213749,-14.235004,-51.92528
Germany,Brazil,1511134569,51.165690999999995,10.451526,-14.235004,-51.92528
Greece,Brazil,3640173,39.074208,21.824312,-14.235004,-51.92528
Ireland,Brazil,7611992,53.41291,-8.243889999999999,-14.235004,-51.92528
Italy,Brazil,98010125,41.87194,12.56738,-14.235004,-51.92528
Japan,Brazil,1581103620,36.204824,138.252924,-14.235004,-51.92528
Luxembourg,Brazil,15551007,49.815273,6.129583,-14.235004,-51.92528
Netherlands,Brazil,2576415,52.132633,5.291266,-14.235004,-51.92528
New Zealand,Brazil,1687676,-40.900557,174.88597099999998,-14.235004,-51.92528
Norway,Brazil,1001611786,60.472024,8.468946,-14.235004,-51.92528
Poland,Brazil,69369,51.919438,19.145135999999997,-14.235004,-51.92528
Portugal,Brazil,35682588,39.399871999999995,-8.224454,-14.235004,-51.92528
Spain,Brazil,185600302,40.463667,-3.7492199999999998,-14.235004,-51.92528
Sweden,Brazil,14055259,60.128161,18.643501,-14.235004,-51.92528
Switzerland,Brazil,13869994,46.818188,8.227511999999999,-14.235004,-51.92528
United Arab Emirates,Brazil,201889,23.424076,53.847818000000004,-14.235004,-51.92528
United Kingdom,Brazil,247928625,55.378051,-3.435973,-14.235004,-51.92528
United States,Brazil,251638104,37.09024,-95.712891,-14.235004,-51.92528
Australia,Burkina Faso,3732910,-25.274398,133.775136,12.238333,-1.561593
Austria,Burkina Faso,48957205,47.516231,14.550072,12.238333,-1.561593
Belgium,Burkina Faso,104478446,50.503887,4.469936,12.238333,-1.561593
Brazil,Burkina Faso,300443,-14.235004,-51.92528,12.238333,-1.561593
Canada,Burkina Faso,197051873,56.130366,-106.34677099999999,12.238333,-1.561593
Cyprus,Burkina Faso,28521,35.126413,33.429859,12.238333,-1.561593
