City,Date,High,Low,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth 
San Francisco,12/22/2014,65,54,59.5,9.6,5,0,0,0,0
San Francisco,12/23/2014,68,51,59.5,9.7,5,0,0,0,0
San Francisco,12/24/2014,62,48,55,5.2,10,0,0.04,M,0
San Francisco,12/25/2014,58,46,52,2.3,13,0,0,0,0
San Francisco,12/26/2014,59,44,51.5,1.8,13,0,0,0,0
San Francisco,12/27/2014,56,42,49,-0.7,16,0,0,0,0
San Francisco,12/28/2014,57,43,50,0.4,15,0,0,0,0
San Francisco,12/29/2014,55,44,49.5,-0.1,15,0,0,0,0
San Francisco,12/30/2014,55,47,51,1.4,14,0,0,0,0
San Francisco,12/31/2014,58,41,49.5,-0.1,15,0,0,0,M
San Francisco,1/1/2015,55,40,47.5,-2.1,17,0,0,0,0
San Francisco,1/2/2015,52,38,45,-4.6,20,0,0,0,0
San Francisco,1/3/2015,54,38,46,-3.6,19,0,0,0,0
San Francisco,1/4/2015,55,41,48,-1.6,17,0,0,0,0
San Francisco,1/5/2015,59,43,51,1.4,14,0,0,0,0
San Francisco,1/6/2015,60,44,52,2.4,13,0,0,0,0
San Francisco,1/7/2015,60,45,52.5,2.8,12,0,0,0,0
San Francisco,1/8/2015,60,49,54.5,4.8,10,0,0,0,0
San Francisco,1/9/2015,63,51,57,7.3,8,0,0,0,0
San Francisco,1/10/2015,61,49,55,5.2,10,0,0,0,0
San Francisco,1/11/2015,56,47,51.5,1.7,13,0,0,0,0
San Francisco,1/12/2015,62,47,54.5,4.6,10,0,0,0,0
San Francisco,1/13/2015,64,46,55,5.1,10,0,0,0,0
San Francisco,1/14/2015,58,43,50.5,0.5,14,0,0,0,0
San Francisco,1/15/2015,59,45,52,2,13,0,0,0,0
San Francisco,1/16/2015,58,48,53,2.9,12,0,0,0,0
San Francisco,1/17/2015,58,51,54.5,4.3,10,0,0,0,0
San Francisco,1/18/2015,61,53,57,6.8,8,0,0,0,0
San Francisco,1/19/2015,60,52,56,5.7,9,0,0,0,0
San Francisco,1/20/2015,61,49,55,4.6,10,0,0,0,0
San Francisco,1/21/2015,64,46,55,4.5,10,0,0,0,0
San Francisco,1/22/2015,57,47,52,1.4,13,0,0,0,0
San Francisco,1/23/2015,67,45,56,5.3,9,0,0,0,0
San Francisco,1/24/2015,64,49,56.5,5.8,8,0,0,0,0
San Francisco,1/25/2015,63,49,56,5.2,9,0,0,0,0
San Francisco,1/26/2015,64,48,56,5.1,9,0,0,0,0
San Francisco,1/27/2015,68,54,61,10,4,0,0,0,0
San Francisco,1/28/2015,64,49,56.5,5.4,8,0,0,0,0
San Francisco,1/29/2015,66,49,57.5,6.3,7,0,0,0,0
San Francisco,1/30/2015,64,50,57,5.7,8,0,0,0,0
San Francisco,1/31/2015,74,48,61,9.6,4,0,0,0,0
San Francisco,2/1/2015,64,46,55,3.5,10,0,0,0,0
San Francisco,2/2/2015,66,49,57.5,5.9,7,0,0,0,0
San Francisco,2/3/2015,65,52,58.5,6.7,6,0,0,0,0
San Francisco,2/4/2015,64,50,57,5.1,8,0,0,0,0
San Francisco,2/5/2015,64,53,58.5,6.5,6,0,0,0,0
San Francisco,2/6/2015,67,55,61,8.9,4,0,0.72,0,0
San Francisco,2/7/2015,65,59,62,9.8,3,0,0.08,0,0
San Francisco,2/8/2015,65,57,61,8.7,4,0,1.21,0,0
San Francisco,2/9/2015,64,54,59,6.6,6,0,T,0,M
San Francisco,2/10/2015,64,48,56,3.5,9,0,0,0,0
San Francisco,2/11/2015,67,48,57.5,4.9,7,0,0,0,0
San Francisco,2/12/2015,73,51,62,9.3,3,0,0,0,0
San Francisco,2/13/2015,69,52,60.5,7.7,4,0,0,0,0
San Francisco,2/14/2015,73,52,62.5,9.6,2,0,0,0,0
San Francisco,2/15/2015,75,51,63,10,2,0,0,0,0
San Francisco,2/16/2015,68,51,59.5,6.4,5,0,0,0,0
San Francisco,2/17/2015,59,53,56,2.8,9,0,0,0,0
San Francisco,2/18/2015,64,54,59,5.7,6,0,0,0,0
San Francisco,2/19/2015,62,54,58,4.6,7,0,0,0,0
San Francisco,2/20/2015,68,54,61,7.5,4,0,0,0,0
San Francisco,2/21/2015,67,49,58,4.5,7,0,0,0,0
San Francisco,2/22/2015,65,49,57,3.4,8,0,0,0,0
San Francisco,2/23/2015,63,53,58,4.3,7,0,0,0,0
San Francisco,2/24/2015,66,44,55,1.2,10,0,0,0,0
San Francisco,2/25/2015,65,49,57,3.1,8,0,0,0,0
San Francisco,2/26/2015,67,50,58.5,4.6,6,0,0,0,0
San Francisco,2/27/2015,62,53,57.5,3.5,7,0,T,0,0
San Francisco,2/28/2015,62,50,56,1.9,9,0,T,0,0
San Francisco,3/1/2015,65,48,56.5,2.4,8,0,0,0,0
San Francisco,3/2/2015,61,50,55.5,1.3,9,0,0,0,0
San Francisco,3/3/2015,64,47,55.5,1.2,9,0,0,0,0
San Francisco,3/4/2015,66,46,56,1.7,9,0,0,0,0
San Francisco,3/5/2015,68,47,57.5,3.1,7,0,0,0,0
San Francisco,3/6/2015,72,48,60,5.6,5,0,0,0,0
San Francisco,3/7/2015,73,48,60.5,6,4,0,0,0,0
San Francisco,3/8/2015,65,48,56.5,2,8,0,0,0,0
San Francisco,3/9/2015,66,51,58.5,3.9,6,0,0,0,0
San Francisco,3/10/2015,62,50,56,1.4,9,0,0,0,0
San Francisco,3/11/2015,68,55,61.5,6.8,3,0,0.02,0,0
San Francisco,3/12/2015,72,52,62,7.3,3,0,0,0,0
San Francisco,3/13/2015,74,53,63.5,8.7,1,0,0,0,0
San Francisco,3/14/2015,83,57,70,15.2,0,5,0,0,0
San Francisco,3/15/2015,71,59,65,10.1,0,0,0,0,0
San Francisco,3/16/2015,69,57,63,8.1,2,0,0,0,0
San Francisco,3/17/2015,65,53,59,4.1,6,0,0,0,0
San Francisco,3/18/2015,69,51,60,5,5,0,0,0,0
San Francisco,3/19/2015,74,50,62,7,3,0,0,0,0
San Francisco,3/20/2015,71,52,61.5,6.4,3,0,0,0,0
San Francisco,3/21/2015,73,56,64.5,9.4,0,0,0,0,0
San Francisco,3/22/2015,67,55,61,5.8,4,0,0.04,0,0
San Francisco,3/23/2015,65,55,60,4.8,5,0,T,0,0
San Francisco,3/24/2015,65,53,59,3.7,6,0,0,0,0
San Francisco,3/25/2015,72,52,62,6.7,3,0,0,0,0
San Francisco,3/26/2015,79,52,65.5,10.1,0,1,0,0,0
San Francisco,3/27/2015,63,52,57.5,2.1,7,0,0,0,0
San Francisco,3/28/2015,74,52,63,7.5,2,0,0,0,0
San Francisco,3/29/2015,71,50,60.5,5,4,0,0,0,0
San Francisco,3/30/2015,64,52,58,2.4,7,0,0,0,0
San Francisco,3/31/2015,65,53,59,3.3,6,0,0,0,0
San Francisco,4/1/2015,64,49,56.5,0.8,8,0,0,0,0
San Francisco,4/2/2015,68,49,58.5,2.7,6,0,0,0,0
San Francisco,4/3/2015,65,48,56.5,0.6,8,0,0,0,0
San Francisco,4/4/2015,63,50,56.5,0.6,8,0,0,0,0
San Francisco,4/5/2015,59,48,53.5,-2.5,11,0,0.11,M,0
San Francisco,4/6/2015,63,46,54.5,-1.6,10,0,0,0,0
San Francisco,4/7/2015,61,51,56,-0.1,9,0,0.7,M,M
San Francisco,4/8/2015,63,50,56.5,0.3,8,0,0.06,0,M
San Francisco,4/9/2015,66,49,57.5,1.2,7,0,0,0,0
San Francisco,4/10/2015,65,49,57,0.6,8,0,0,0,0
San Francisco,4/11/2015,69,51,60,3.5,5,0,0,0,0
San Francisco,4/12/2015,74,51,62.5,5.9,2,0,0,0,0
San Francisco,4/13/2015,62,51,56.5,-0.1,8,0,T,0,0
San Francisco,4/14/2015,63,50,56.5,-0.2,8,0,0,0,0
San Francisco,4/15/2015,69,48,58.5,1.7,6,0,0,0,0
San Francisco,4/16/2015,80,51,65.5,8.6,0,1,0,0,0
San Francisco,4/17/2015,70,51,60.5,3.5,4,0,0,0,0
San Francisco,4/18/2015,67,49,58,0.9,7,0,0,0,0
San Francisco,4/19/2015,64,51,57.5,0.3,7,0,0,0,0
San Francisco,4/20/2015,68,53,60.5,3.2,4,0,0,0,0
San Francisco,4/21/2015,59,54,56.5,-0.9,8,0,0,0,0
San Francisco,4/22/2015,65,52,58.5,1,6,0,0,0,0
San Francisco,4/23/2015,67,51,59,1.4,6,0,0,0,0
San Francisco,4/24/2015,63,52,57.5,-0.2,7,0,0.12,0,0
San Francisco,4/25/2015,61,52,56.5,-1.2,8,0,0.29,0,0
San Francisco,4/26/2015,67,51,59,1.2,6,0,0,0,0
San Francisco,4/27/2015,80,52,66,8.1,0,1,0,0,0
San Francisco,4/28/2015,64,52,58,0,7,0,0,0,0
San Francisco,4/29/2015,68,51,59.5,1.4,5,0,0,0,0
San Francisco,4/30/2015,88,52,70,11.8,0,5,0,0,0
San Francisco,5/1/2015,75,54,64.5,6.2,0,0,0,0,0
San Francisco,5/2/2015,67,53,60,1.6,5,0,0,0,0
San Francisco,5/3/2015,65,52,58.5,0,6,0,0,0,0
San Francisco,5/4/2015,61,52,56.5,-2.1,8,0,0,0,0
San Francisco,5/5/2015,62,52,57,-1.7,8,0,0,0,0
San Francisco,5/6/2015,66,51,58.5,-0.2,6,0,0,0,0
San Francisco,5/7/2015,68,50,59,0.2,6,0,0,0,0
San Francisco,5/8/2015,68,50,59,0.1,6,0,0,0,0
San Francisco,5/9/2015,65,52,58.5,-0.5,6,0,0,0,0
San Francisco,5/10/2015,62,52,57,-2.1,8,0,0,0,0
San Francisco,5/11/2015,62,52,57,-2.2,8,0,0,0,0
San Francisco,5/12/2015,62,51,56.5,-2.8,8,0,0,0,0
San Francisco,5/13/2015,65,52,58.5,-0.9,6,0,0,0,0
San Francisco,5/14/2015,65,55,60,0.6,5,0,0,0,0
San Francisco,5/15/2015,62,53,57.5,-2,7,0,0,0,0
San Francisco,5/16/2015,61,54,57.5,-2.1,7,0,0,0,0
San Francisco,5/17/2015,62,55,58.5,-1.2,6,0,0,0,0
San Francisco,5/18/2015,60,55,57.5,-2.3,7,0,0,0,0
San Francisco,5/19/2015,63,55,59,-0.9,6,0,T,0,0
San Francisco,5/20/2015,62,55,58.5,-1.4,6,0,0,0,0
San Francisco,5/21/2015,67,55,61,1,4,0,0.01,0,0
San Francisco,5/22/2015,64,56,60,-0.1,5,0,0.01,0,0
San Francisco,5/23/2015,63,54,58.5,-1.7,6,0,0,0,0
San Francisco,5/24/2015,61,51,56,-4.3,9,0,0,0,0
San Francisco,5/25/2015,64,53,58.5,-1.9,6,0,0,0,0
San Francisco,5/26/2015,65,54,59.5,-1,5,0,0,0,0
San Francisco,5/27/2015,64,53,58.5,-2,6,0,0,0,0
San Francisco,5/28/2015,62,52,57,-3.6,8,0,0,0,0
San Francisco,5/29/2015,62,53,57.5,-3.2,7,0,0,0,0
San Francisco,5/30/2015,64,52,58,-2.8,7,0,0,0,M
San Francisco,5/31/2015,67,53,60,-0.9,5,0,0,0,0
San Francisco,6/1/2015,74,58,66,5,0,1,0,0,0
San Francisco,6/2/2015,65,56,60.5,-0.6,4,0,0,0,0
San Francisco,6/3/2015,65,55,60,-1.2,5,0,0,0,0
San Francisco,6/4/2015,70,54,62,0.8,3,0,0,0,0
San Francisco,6/5/2015,73,54,63.5,2.2,1,0,0,0,M
San Francisco,6/6/2015,74,57,65.5,4.1,0,1,0,0,M
San Francisco,6/7/2015,71,55,63,1.5,2,0,0,0,M
San Francisco,6/8/2015,84,55,69.5,7.9,0,5,0,0,M
San Francisco,6/9/2015,79,54,66.5,4.8,0,2,0,0,M
San Francisco,6/10/2015,68,56,62,0.2,3,0,0.26,0,M
San Francisco,6/11/2015,71,54,62.5,0.6,2,0,0,0,M
San Francisco,6/12/2015,73,55,64,2,1,0,0,0,0
San Francisco,6/13/2015,77,56,66.5,4.5,0,2,0,0,0
San Francisco,6/14/2015,70,53,61.5,-0.6,3,0,0,0,0
San Francisco,6/15/2015,61,53,57,-5.2,8,0,0,0,0
San Francisco,6/16/2015,66,53,59.5,-2.8,5,0,0,0,0
San Francisco,6/17/2015,67,52,59.5,-2.9,5,0,0,0,0
San Francisco,6/18/2015,67,52,59.5,-3,5,0,0,0,0
San Francisco,6/19/2015,69,51,60,-2.5,5,0,0,0,0
San Francisco,6/20/2015,69,53,61,-1.6,4,0,0,0,0
San Francisco,6/21/2015,66,55,60.5,-2.2,4,0,0,0,0
San Francisco,6/22/2015,64,54,59,-3.8,6,0,0,0,0
San Francisco,6/23/2015,68,54,61,-1.8,4,0,0,0,0
San Francisco,6/24/2015,71,54,62.5,-0.4,2,0,0,0,0
San Francisco,6/25/2015,76,56,66,3,0,1,0,0,0
San Francisco,6/26/2015,73,56,64.5,1.5,0,0,0,0,0
San Francisco,6/27/2015,75,58,66.5,3.4,0,2,0,0,0
San Francisco,6/28/2015,72,59,65.5,2.4,0,1,0,0,0
San Francisco,6/29/2015,68,56,62,-1.2,3,0,0,0,0
San Francisco,6/30/2015,79,55,67,3.8,0,2,0,0,0
San Francisco,7/1/2015,74,56,65,1.7,0,0,0,0,0
San Francisco,7/2/2015,73,58,65.5,2.2,0,1,T,0,0
San Francisco,7/3/2015,72,58,65,1.6,0,0,T,0,0
San Francisco,7/4/2015,71,58,64.5,1.1,0,0,0,0,0
San Francisco,7/5/2015,77,59,68,4.5,0,3,0,0,0
San Francisco,7/6/2015,72,60,66,2.5,0,1,0,0,0
San Francisco,7/7/2015,74,61,67.5,4,0,3,0,0,0
San Francisco,7/8/2015,69,60,64.5,0.9,0,0,T,0,0
San Francisco,7/9/2015,68,59,63.5,-0.1,1,0,T,0,0
San Francisco,7/10/2015,71,60,65.5,1.9,0,1,T,0,0
San Francisco,7/11/2015,73,60,66.5,2.9,0,2,0,0,0
San Francisco,7/12/2015,74,62,68,4.3,0,3,0,0,0
San Francisco,7/13/2015,72,62,67,3.3,0,2,0,0,0
San Francisco,7/14/2015,68,59,63.5,-0.2,1,0,T,0,0
San Francisco,7/15/2015,79,59,69,5.3,0,4,0,0,0
San Francisco,7/16/2015,77,59,68,4.3,0,3,0,0,0
San Francisco,7/17/2015,73,59,66,2.2,0,1,0,0,0
San Francisco,7/18/2015,76,59,67.5,3.7,0,3,0,0,0
San Francisco,7/19/2015,88,63,75.5,11.7,0,11,0,0,0
San Francisco,7/20/2015,76,60,68,4.2,0,3,0,0,0
San Francisco,7/21/2015,70,60,65,1.2,0,0,0,0,0
San Francisco,7/22/2015,68,60,64,0.2,1,0,0,0,0
San Francisco,7/23/2015,68,60,64,0.2,1,0,0,0,0
San Francisco,7/24/2015,72,58,65,1.1,0,0,0,0,0
San Francisco,7/25/2015,69,59,64,0.1,1,0,0,0,0
San Francisco,7/26/2015,74,59,66.5,2.6,0,2,0,0,0
San Francisco,7/27/2015,81,57,69,5.1,0,4,0,0,0
San Francisco,7/28/2015,87,58,72.5,8.6,0,8,0,0,0
San Francisco,7/29/2015,81,57,69,5.1,0,4,0,0,0
San Francisco,7/30/2015,73,60,66.5,2.5,0,2,0,0,0
San Francisco,7/31/2015,73,60,66.5,2.5,0,2,0,0,0
San Francisco,8/1/2015,75,62,68.5,4.5,0,4,0,0,0
San Francisco,8/2/2015,71,62,66.5,2.5,0,2,0,0,0
San Francisco,8/3/2015,73,63,68,3.9,0,3,0,0,0
San Francisco,8/4/2015,73,61,67,2.9,0,2,T,0,0
San Francisco,8/5/2015,73,59,66,1.9,0,1,0,0,0
San Francisco,8/6/2015,70,59,64.5,0.4,0,0,T,0,0
San Francisco,8/7/2015,76,58,67,2.8,0,2,0,0,0
San Francisco,8/8/2015,71,61,66,1.8,0,1,0,0,0
San Francisco,8/9/2015,71,60,65.5,1.3,0,1,0,0,0
San Francisco,8/10/2015,73,60,66.5,2.2,0,2,0,0,0
San Francisco,8/11/2015,73,60,66.5,2.2,0,2,0,0,0
San Francisco,8/12/2015,77,58,67.5,3.1,0,3,0,0,0
San Francisco,8/13/2015,75,62,68.5,4.1,0,4,0,0,0
San Francisco,8/14/2015,74,61,67.5,3.1,0,3,0,0,0
San Francisco,8/15/2015,92,60,76,11.5,0,11,0,0,0
San Francisco,8/16/2015,90,61,75.5,11,0,11,0,0,0
San Francisco,8/17/2015,76,60,68,3.5,0,3,0,0,0
San Francisco,8/18/2015,76,59,67.5,2.9,0,3,0,0,0
San Francisco,8/19/2015,74,59,66.5,1.9,0,2,0,0,0
San Francisco,8/20/2015,69,61,65,0.3,0,0,0,0,0
San Francisco,8/21/2015,71,59,65,0.3,0,0,0,0,0
San Francisco,8/22/2015,73,59,66,1.3,0,1,0,0,0
San Francisco,8/23/2015,74,60,67,2.2,0,2,0,0,0
San Francisco,8/24/2015,72,60,66,1.2,0,1,0,0,0
San Francisco,8/25/2015,71,58,64.5,-0.3,0,0,0,0,0
San Francisco,8/26/2015,77,57,67,2.1,0,2,0,0,0
San Francisco,8/27/2015,86,61,73.5,8.6,0,9,0,0,0
San Francisco,8/28/2015,93,64,78.5,13.6,0,14,0,0,0
San Francisco,8/29/2015,75,65,70,5.1,0,5,T,0,0
San Francisco,8/30/2015,74,63,68.5,3.5,0,4,0,0,0
San Francisco,8/31/2015,76,60,68,3,0,3,0,0,0
San Francisco,9/1/2015,76,59,67.5,2.5,0,3,0,0,0
San Francisco,9/2/2015,73,62,67.5,2.5,0,3,0,0,0
San Francisco,9/3/2015,69,59,64,-1,1,0,0,0,0
San Francisco,9/4/2015,69,56,62.5,-2.5,2,0,0,0,0
San Francisco,9/5/2015,77,53,65,0,0,0,0,0,0
San Francisco,9/6/2015,85,56,70.5,5.5,0,6,0,0,0
San Francisco,9/7/2015,89,58,73.5,8.5,0,9,0,0,0
San Francisco,9/8/2015,92,61,76.5,11.5,0,12,0,0,0
San Francisco,9/9/2015,91,60,75.5,10.5,0,11,0,0,0
San Francisco,9/10/2015,83,57,70,5,0,5,0,0,0
San Francisco,9/11/2015,76,57,66.5,1.5,0,2,0,0,0
San Francisco,9/12/2015,73,57,65,0.1,0,0,0,0,0
San Francisco,9/13/2015,72,59,65.5,0.6,0,1,T,0,0
San Francisco,9/14/2015,68,58,63,-1.9,2,0,T,0,0
San Francisco,9/15/2015,68,57,62.5,-2.4,2,0,0,0,0
San Francisco,9/16/2015,70,58,64,-0.8,1,0,T,0,0
San Francisco,9/17/2015,70,58,64,-0.8,1,0,0,0,0
San Francisco,9/18/2015,79,56,67.5,2.8,0,3,0,0,0
San Francisco,9/19/2015,85,55,70,5.3,0,5,0,0,0
San Francisco,9/20/2015,93,61,77,12.4,0,12,0,0,0
San Francisco,9/21/2015,91,60,75.5,10.9,0,11,0,0,0
San Francisco,9/22/2015,65,58,61.5,-3,3,0,0,0,0
San Francisco,9/23/2015,75,55,65,0.5,0,0,0,0,0
San Francisco,9/24/2015,85,60,72.5,8.1,0,8,0,0,0
San Francisco,9/25/2015,74,58,66,1.7,0,1,0,0,0
San Francisco,9/26/2015,71,57,64,-0.2,1,0,0,0,0
San Francisco,9/27/2015,71,57,64,-0.2,1,0,0,0,0
San Francisco,9/28/2015,70,55,62.5,-1.6,2,0,0,0,0
San Francisco,9/29/2015,67,57,62,-2,3,0,0,0,0
San Francisco,9/30/2015,65,58,61.5,-2.4,3,0,0.02,0,0
San Francisco,10/1/2015,74,59,66.5,2.7,0,2,0,0,0
San Francisco,10/2/2015,76,56,66,2.3,0,1,0,0,0
San Francisco,10/3/2015,71,55,63,-0.6,2,0,0,0,0
San Francisco,10/4/2015,73,53,63,-0.5,2,0,0,0,0
San Francisco,10/5/2015,74,57,65.5,2.1,0,1,0,0,0
San Francisco,10/6/2015,74,60,67,3.7,0,2,0,0,0
San Francisco,10/7/2015,73,59,66,2.8,0,1,0,0,0
San Francisco,10/8/2015,80,58,69,6,0,4,0,0,0
San Francisco,10/9/2015,79,57,68,5.1,0,3,0,0,0
San Francisco,10/10/2015,71,60,65.5,2.7,0,1,0,0,0
San Francisco,10/11/2015,74,58,66,3.3,0,1,0,0,0
San Francisco,10/12/2015,82,56,69,6.5,0,4,0,0,0
San Francisco,10/13/2015,87,62,74.5,12.1,0,10,0,0,0
San Francisco,10/14/2015,78,61,69.5,7.2,0,5,0,0,M
San Francisco,10/15/2015,71,61,66,3.9,0,1,0,0,0
San Francisco,10/16/2015,72,60,66,4,0,1,0,0,0
San Francisco,10/17/2015,69,60,64.5,2.7,0,0,T,0,0
San Francisco,10/18/2015,69,60,64.5,2.9,0,0,T,0,0
San Francisco,10/19/2015,68,60,64,2.5,1,0,T,0,0
San Francisco,10/20/2015,79,57,68,6.7,0,3,0,0,0
San Francisco,10/21/2015,75,55,65,3.9,0,0,0,0,0
San Francisco,10/22/2015,73,54,63.5,2.5,1,0,0,0,0
San Francisco,10/23/2015,69,55,62,1.2,3,0,0,0,0
San Francisco,10/24/2015,70,53,61.5,0.9,3,0,0,0,0
San Francisco,10/25/2015,70,58,64,3.6,1,0,0,0,0
San Francisco,10/26/2015,73,55,64,3.8,1,0,0,0,0
San Francisco,10/27/2015,68,58,63,3,2,0,T,0,0
San Francisco,10/28/2015,70,59,64.5,4.7,0,0,T,0,0
San Francisco,10/29/2015,72,56,64,4.4,1,0,0,0,0
San Francisco,10/30/2015,78,53,65.5,6.1,0,1,0,0,0
San Francisco,10/31/2015,73,55,64,4.8,1,0,0,0,0
San Jose,10/1/2010,73,59,66,M,0,1,0,0,0
San Jose,10/2/2010,77,59,68,M,0,3,0,0,0
San Jose,10/3/2010,73,57,65,M,0,0,0,0,0
San Jose,10/4/2010,64,57,60.5,M,4,0,0,0,0
San Jose,10/5/2010,76,53,64.5,M,0,0,0,0,0
San Jose,10/6/2010,79,54,66.5,M,0,2,0.01,0,0
San Jose,10/7/2010,74,53,63.5,M,1,0,0,0,0
San Jose,10/8/2010,78,53,65.5,M,0,1,0,0,0
San Jose,10/9/2010,79,52,65.5,M,0,1,0,0,0
San Jose,10/10/2010,82,57,69.5,M,0,5,0,0,0
San Jose,10/11/2010,89,58,73.5,M,0,9,0,0,0
San Jose,10/12/2010,93,59,76,M,0,11,0,0,0
San Jose,10/13/2010,93,61,77,M,0,12,0,0,0
San Jose,10/14/2010,91,63,77,M,0,12,0,0,0
San Jose,10/15/2010,84,59,71.5,M,0,7,0,0,0
San Jose,10/16/2010,71,56,63.5,M,1,0,0,0,0
San Jose,10/17/2010,59,55,57,M,8,0,0.03,0,0
San Jose,10/18/2010,69,55,62,M,3,0,0,0,0
San Jose,10/19/2010,77,52,64.5,M,0,0,0,0,0
San Jose,10/20/2010,69,53,61,M,4,0,0,0,0
San Jose,10/21/2010,69,51,60,M,5,0,T,0,0
San Jose,10/22/2010,65,55,60,M,5,0,0.02,0,0
San Jose,10/23/2010,66,53,59.5,M,5,0,0.05,0,0
San Jose,10/24/2010,68,59,63.5,M,1,0,0.06,0,0
San Jose,10/25/2010,66,52,59,M,6,0,0,0,0
San Jose,10/26/2010,68,47,57.5,M,7,0,0,0,0
San Jose,10/27/2010,67,43,55,M,10,0,0,0,0
San Jose,10/28/2010,79,53,66,M,0,1,0,0,0
San Jose,10/29/2010,67,54,60.5,M,4,0,0.04,0,0
San Jose,10/30/2010,68,53,60.5,M,4,0,0.04,0,0
San Jose,10/31/2010,74,49,61.5,M,3,0,0,0,0
San Jose,11/1/2010,75,49,62,M,3,0,0,0,0
San Jose,11/2/2010,80,50,65,M,0,0,0,0,0
San Jose,11/3/2010,82,52,67,M,0,2,0,0,0
San Jose,11/4/2010,85,54,69.5,M,0,5,0,0,0
San Jose,11/5/2010,69,55,62,M,3,0,0,0,0
San Jose,11/6/2010,72,57,64.5,M,0,0,0,0,0
San Jose,11/7/2010,60,52,56,M,9,0,0.17,0,0
San Jose,11/8/2010,62,45,53.5,M,11,0,0,0,0
San Jose,11/9/2010,63,41,52,M,13,0,0.06,0,0
San Jose,11/10/2010,63,50,56.5,M,8,0,0.03,0,0
San Jose,11/11/2010,69,47,58,M,7,0,0,0,0
San Jose,11/12/2010,69,42,55.5,M,9,0,0,0,0
San Jose,11/13/2010,75,48,61.5,M,3,0,0,0,0
San Jose,11/14/2010,79,53,66,M,0,1,0,0,0
San Jose,11/15/2010,82,57,69.5,M,0,5,0,0,0
San Jose,11/16/2010,75,49,62,M,3,0,0,0,0
San Jose,11/17/2010,76,45,60.5,M,4,0,0,0,0
San Jose,11/18/2010,63,44,53.5,M,11,0,0,0,0
San Jose,11/19/2010,57,46,51.5,M,13,0,0.25,0,0
San Jose,11/20/2010,53,42,47.5,M,17,0,0.74,0,0
San Jose,11/21/2010,55,44,49.5,M,15,0,0.17,0,0
San Jose,11/22/2010,58,44,51,M,14,0,T,0,0
San Jose,11/23/2010,56,41,48.5,M,16,0,0.18,0,0
San Jose,11/24/2010,52,35,43.5,M,21,0,0,0,0
San Jose,11/25/2010,55,33,44,M,21,0,0,0,0
San Jose,11/26/2010,57,32,44.5,M,20,0,0,0,0
San Jose,11/27/2010,57,44,50.5,M,14,0,0.16,0,0
San Jose,11/28/2010,54,36,45,M,20,0,0,0,0
San Jose,11/29/2010,58,32,45,M,20,0,0,0,0
San Jose,11/30/2010,57,35,46,M,19,0,0,0,0
San Jose,12/1/2010,59,36,47.5,M,17,0,0,0,0
San Jose,12/2/2010,60,39,49.5,M,15,0,0,0,0
San Jose,12/3/2010,59,46,52.5,M,12,0,0,0,0
San Jose,12/4/2010,65,50,57.5,M,7,0,T,0,0
San Jose,12/5/2010,67,50,58.5,M,6,0,0.24,0,0
San Jose,12/6/2010,65,48,56.5,M,8,0,T,0,0
San Jose,12/7/2010,66,43,54.5,M,10,0,0,0,0
San Jose,12/8/2010,60,51,55.5,M,9,0,0.15,0,0
San Jose,12/9/2010,64,57,60.5,M,4,0,T,0,0
San Jose,12/10/2010,67,57,62,M,3,0,T,0,0
San Jose,12/11/2010,64,55,59.5,M,5,0,0,0,0
San Jose,12/12/2010,59,54,56.5,M,8,0,0,0,0
San Jose,12/13/2010,59,52,55.5,M,9,0,0,0,0
San Jose,12/14/2010,61,52,56.5,M,8,0,0.27,0,0
San Jose,12/15/2010,58,42,50,M,15,0,0,0,0
San Jose,12/16/2010,59,36,47.5,M,17,0,T,0,0
San Jose,12/17/2010,59,48,53.5,M,11,0,0.27,0,0
San Jose,12/18/2010,61,54,57.5,M,7,0,0.1,0,M
San Jose,12/19/2010,61,49,55,M,10,0,0.75,0,0
San Jose,12/20/2010,53,47,50,M,15,0,T,0,0
San Jose,12/21/2010,59,49,54,M,11,0,0.12,0,0
San Jose,12/22/2010,61,50,55.5,M,9,0,0.01,0,0
San Jose,12/23/2010,61,44,52.5,M,12,0,0,0,0
San Jose,12/24/2010,61,43,52,M,13,0,0,0,0
San Jose,12/25/2010,59,46,52.5,M,12,0,0.31,0,0
San Jose,12/26/2010,61,42,51.5,M,13,0,T,0,0
San Jose,12/27/2010,57,44,50.5,M,14,0,0,0,0
San Jose,12/28/2010,57,46,51.5,M,13,0,0.59,0,0
San Jose,12/29/2010,54,43,48.5,M,16,0,0.24,0,0
San Jose,12/30/2010,53,34,43.5,M,21,0,0,0,0
San Jose,12/31/2010,52,40,46,M,19,0,0,0,0
San Jose,1/1/2011,56,47,51.5,M,13,0,0.01,0,0
San Jose,1/2/2011,53,45,49,M,16,0,0.22,0,0
San Jose,1/3/2011,56,43,49.5,M,15,0,0,0,0
San Jose,1/4/2011,58,37,47.5,M,17,0,0,0,0
San Jose,1/5/2011,58,34,46,M,19,0,0,0,0
San Jose,1/6/2011,55,34,44.5,M,20,0,0,0,0
San Jose,1/7/2011,48,38,43,M,22,0,0,0,0
San Jose,1/8/2011,50,43,46.5,M,18,0,0,0,0
San Jose,1/9/2011,49,37,43,M,22,0,0,0,0
San Jose,1/10/2011,53,31,42,M,23,0,0,0,0
