City,Date,High,Low,Precipitation
San Jose,2/6/2012,72,45,0.02
San Jose,2/7/2012,62,53,0.06
San Jose,2/8/2012,66,49,0
San Jose,2/9/2012,71,45,0
San Jose,2/10/2012,69,45,0
San Jose,2/11/2012,59,49,0.01
San Jose,2/12/2012,63,43,0.01
San Jose,2/13/2012,53,46,0.27
San Jose,2/14/2012,61,41,0
San Jose,2/15/2012,59,43,0
San Jose,2/16/2012,66,42,0
San Jose,2/17/2012,65,39,0
San Jose,2/18/2012,62,43,0
San Jose,2/19/2012,59,39,0
San Jose,2/20/2012,61,46,0.02
San Jose,2/21/2012,66,48,0
San Jose,2/22/2012,77,45,0
San Jose,2/23/2012,74,45,0
San Jose,2/24/2012,75,51,0
San Jose,2/25/2012,61,45,0
San Jose,2/26/2012,60,40,0
San Jose,2/27/2012,55,39,0
San Jose,2/28/2012,57,36,0
San Jose,2/29/2012,57,45,0.24
San Jose,3/1/2012,58,40,0.04
San Jose,3/2/2012,65,39,0
San Jose,3/3/2012,71,39,0
San Jose,3/4/2012,75,42,0
San Jose,3/5/2012,69,45,0
San Jose,3/6/2012,57,45,0.01
San Jose,3/7/2012,64,38,0
San Jose,3/8/2012,71,37,0
San Jose,3/9/2012,74,41,0
San Jose,3/10/2012,63,43,0
San Jose,3/11/2012,61,45,0
San Jose,3/12/2012,64,40,0
San Jose,3/13/2012,58,53,0
San Jose,3/14/2012,62,55,0.07
San Jose,3/15/2012,68,57,0
San Jose,3/16/2012,62,49,0.58
San Jose,3/17/2012,52,43,0
San Jose,3/18/2012,55,43,0.03
San Jose,3/19/2012,59,39,0
San Jose,3/20/2012,69,50,0
San Jose,3/21/2012,73,47,0
San Jose,3/22/2012,60,45,0
San Jose,3/23/2012,67,39,0
San Jose,3/24/2012,54,45,0.48
San Jose,3/25/2012,59,42,0.23
San Jose,3/26/2012,61,39,0
San Jose,3/27/2012,63,47,0.19
San Jose,3/28/2012,68,52,0
San Jose,3/29/2012,69,47,0
San Jose,3/30/2012,71,50,0
San Jose,3/31/2012,60,47,0.35
San Jose,4/1/2012,60,47,0.03
San Jose,4/2/2012,68,45,0
San Jose,4/3/2012,67,47,0
San Jose,4/4/2012,61,46,0
San Jose,4/5/2012,59,41,0
San Jose,4/6/2012,63,38,0
San Jose,4/7/2012,71,39,0
San Jose,4/8/2012,71,42,0
San Jose,4/9/2012,73,43,0
San Jose,4/10/2012,57,52,0.32
San Jose,4/11/2012,62,49,0.07
San Jose,4/12/2012,64,49,0.82
San Jose,4/13/2012,59,47,0.37
San Jose,4/14/2012,66,49,0
San Jose,4/15/2012,68,46,0
San Jose,4/16/2012,69,46,0
San Jose,4/17/2012,70,51,0
San Jose,4/18/2012,71,49,0
San Jose,4/19/2012,75,57,0
San Jose,4/20/2012,88,57,0
San Jose,4/21/2012,91,57,0
San Jose,4/22/2012,79,57,0
San Jose,4/23/2012,69,56,0
San Jose,4/24/2012,77,58,0
San Jose,4/25/2012,75,58,0.21
San Jose,4/26/2012,64,50,0.06
San Jose,4/27/2012,69,49,0
San Jose,4/28/2012,75,50,0
San Jose,4/29/2012,83,52,0
San Jose,4/30/2012,80,53,0
San Jose,5/1/2012,69,52,0
San Jose,5/2/2012,66,46,0
San Jose,5/3/2012,67,50,0
San Jose,5/4/2012,65,51,0
San Jose,5/5/2012,77,47,0
San Jose,5/6/2012,84,50,0
San Jose,5/7/2012,88,55,0
San Jose,5/8/2012,88,54,0
San Jose,5/9/2012,76,54,0
San Jose,5/10/2012,83,50,0
San Jose,5/11/2012,90,53,0
San Jose,5/12/2012,81,55,0
San Jose,5/13/2012,74,52,0
San Jose,5/14/2012,72,53,0
San Jose,5/15/2012,71,53,0
San Jose,5/16/2012,70,54,0
San Jose,5/17/2012,70,54,0
San Jose,5/18/2012,78,50,0
San Jose,5/19/2012,79,50,0
San Jose,5/20/2012,82,53,0
San Jose,5/21/2012,75,54,0
San Jose,5/22/2012,73,58,0
San Jose,5/23/2012,72,54,0
San Jose,5/24/2012,69,52,0
San Jose,5/25/2012,65,50,0
San Jose,5/26/2012,65,50,0
San Jose,5/27/2012,67,53,0
San Jose,5/28/2012,67,53,0
San Jose,5/29/2012,72,49,0
San Jose,5/30/2012,79,51,0
San Jose,5/31/2012,86,53,0
San Jose,6/1/2012,84,57,0
San Jose,6/2/2012,77,55,0
San Jose,6/3/2012,78,53,0
San Jose,6/4/2012,64,52,0.15
San Jose,6/5/2012,68,50,0
San Jose,6/6/2012,73,50,0
San Jose,6/7/2012,74,51,0
San Jose,6/8/2012,72,54,0
San Jose,6/9/2012,79,49,0
San Jose,6/10/2012,90,55,0
San Jose,6/11/2012,94,58,0
San Jose,6/12/2012,85,57,0
San Jose,6/13/2012,79,55,0
San Jose,6/14/2012,78,54,0
San Jose,6/15/2012,86,52,0
San Jose,6/16/2012,98,59,0
San Jose,6/17/2012,86,60,0
San Jose,6/18/2012,78,56,0
San Jose,6/19/2012,81,52,0
San Jose,6/20/2012,94,58,0
San Jose,6/21/2012,67,53,0
San Jose,6/22/2012,73,52,0
San Jose,6/23/2012,70,54,0
San Jose,6/24/2012,71,50,0
San Jose,6/25/2012,73,51,0
San Jose,6/26/2012,76,54,0
San Jose,6/27/2012,82,55,0
San Jose,6/28/2012,77,56,0
San Jose,6/29/2012,74,58,0
San Jose,6/30/2012,79,60,0
San Jose,7/1/2012,76,61,0
San Jose,7/2/2012,76,59,0
San Jose,7/3/2012,81,55,0
San Jose,7/4/2012,81,56,0
San Jose,7/5/2012,73,55,0
San Jose,7/6/2012,80,55,0
San Jose,7/7/2012,88,58,0
San Jose,7/8/2012,74,56,0
San Jose,7/9/2012,76,57,0
San Jose,7/10/2012,88,54,0
San Jose,7/11/2012,88,58,0
San Jose,7/12/2012,84,58,0
San Jose,7/13/2012,72,56,0
San Jose,7/14/2012,81,55,0
San Jose,7/15/2012,79,54,0
San Jose,7/16/2012,74,56,0
San Jose,7/17/2012,76,59,0
San Jose,7/18/2012,73,59,0
San Jose,7/19/2012,75,58,0
San Jose,7/20/2012,82,59,0
San Jose,7/21/2012,92,61,0
San Jose,7/22/2012,85,58,0
San Jose,7/23/2012,88,57,0
San Jose,7/24/2012,79,57,0
San Jose,7/25/2012,78,57,0
San Jose,7/26/2012,75,57,0
San Jose,7/27/2012,78,57,0
San Jose,7/28/2012,76,56,0
San Jose,7/29/2012,78,57,0
San Jose,7/30/2012,87,56,0
San Jose,7/31/2012,83,60,0
San Jose,8/1/2012,83,55,0
San Jose,8/2/2012,84,57,0
San Jose,8/3/2012,79,54,0
San Jose,8/4/2012,72,57,0
San Jose,8/5/2012,75,58,0
San Jose,8/6/2012,78,58,0
San Jose,8/7/2012,78,57,0
San Jose,8/8/2012,87,56,0
San Jose,8/9/2012,90,57,0
San Jose,8/10/2012,85,59,0
San Jose,8/11/2012,89,57,0
San Jose,8/12/2012,81,58,0
San Jose,8/13/2012,85,60,0
San Jose,8/14/2012,82,61,0
San Jose,8/15/2012,78,60,0
San Jose,8/16/2012,81,59,0
San Jose,8/17/2012,77,59,0
San Jose,8/18/2012,81,59,0
San Jose,8/19/2012,74,55,0
San Jose,8/20/2012,76,55,0
San Jose,8/21/2012,78,55,0
San Jose,8/22/2012,74,56,0
San Jose,8/23/2012,78,56,0
San Jose,8/24/2012,82,55,0
San Jose,8/25/2012,76,56,0
San Jose,8/26/2012,71,58,0
San Jose,8/27/2012,82,55,0
San Jose,8/28/2012,84,59,0
San Jose,8/29/2012,89,56,0
San Jose,8/30/2012,81,57,0
San Jose,8/31/2012,69,56,0
San Jose,9/1/2012,74,57,0
San Jose,9/2/2012,85,53,0
San Jose,9/3/2012,87,56,0
San Jose,9/4/2012,78,56,0
San Jose,9/5/2012,75,57,0
San Jose,9/6/2012,78,56,0.01
San Jose,9/7/2012,75,56,0
San Jose,9/8/2012,71,56,0
San Jose,9/9/2012,74,54,0
San Jose,9/10/2012,83,50,0
San Jose,9/11/2012,82,52,0
San Jose,9/12/2012,76,53,0
San Jose,9/13/2012,80,59,0
San Jose,9/14/2012,74,57,0
San Jose,9/15/2012,76,56,0
San Jose,9/16/2012,76,55,0
San Jose,9/17/2012,71,55,0
San Jose,9/18/2012,69,54,0
San Jose,9/19/2012,68,53,0
San Jose,9/20/2012,72,50,0
San Jose,9/21/2012,79,51,0
San Jose,9/22/2012,84,52,0
San Jose,9/23/2012,83,53,0
San Jose,9/24/2012,77,50,0
San Jose,9/25/2012,78,51,0
San Jose,9/26/2012,75,52,0
San Jose,9/27/2012,81,52,0
San Jose,9/28/2012,70,53,0
San Jose,9/29/2012,80,55,0
San Jose,9/30/2012,90,54,0
San Jose,10/1/2012,94,57,0
San Jose,10/2/2012,96,61,0
San Jose,10/3/2012,89,59,0
San Jose,10/4/2012,76,56,0
San Jose,10/5/2012,74,56,0
San Jose,10/6/2012,71,51,0
San Jose,10/7/2012,73,48,0
San Jose,10/8/2012,72,48,0
San Jose,10/9/2012,71,49,0.09
San Jose,10/10/2012,70,53,0
San Jose,10/11/2012,60,53,0.02
San Jose,10/12/2012,63,52,0
San Jose,10/13/2012,71,44,0
San Jose,10/14/2012,71,48,0
San Jose,10/15/2012,74,53,0
San Jose,10/16/2012,76,55,0
San Jose,10/17/2012,84,50,0
San Jose,10/18/2012,88,51,0
San Jose,10/19/2012,71,54,0
San Jose,10/20/2012,66,48,0
San Jose,10/21/2012,62,45,0.02
San Jose,10/22/2012,63,50,0.11
San Jose,10/23/2012,62,45,0.02
San Jose,10/24/2012,65,44,0.06
San Jose,10/25/2012,63,49,0.01
San Jose,10/26/2012,71,43,0
San Jose,10/27/2012,76,46,0
San Jose,10/28/2012,76,49,0
San Jose,10/29/2012,69,48,0
San Jose,10/30/2012,71,48,0
San Jose,10/31/2012,64,57,0.02
San Jose,11/1/2012,68,54,0.14
San Jose,11/2/2012,67,48,0
San Jose,11/3/2012,73,48,0
San Jose,11/4/2012,79,51,0
San Jose,11/5/2012,84,52,0
San Jose,11/6/2012,80,52,0
San Jose,11/7/2012,67,54,0
San Jose,11/8/2012,62,45,0
San Jose,11/9/2012,58,45,0.06
San Jose,11/10/2012,60,40,0
San Jose,11/11/2012,62,38,0
San Jose,11/12/2012,63,39,0
San Jose,11/13/2012,69,39,0
San Jose,11/14/2012,70,44,0
San Jose,11/15/2012,71,43,0
San Jose,11/16/2012,66,51,0.07
San Jose,11/17/2012,66,56,0.17
San Jose,11/18/2012,64,49,0.45
San Jose,11/19/2012,68,50,0
San Jose,11/20/2012,68,54,0
San Jose,11/21/2012,66,48,0.2
San Jose,11/22/2012,65,43,0
San Jose,11/23/2012,69,40,0
San Jose,11/24/2012,68,43,0
San Jose,11/25/2012,57,45,0
San Jose,11/26/2012,65,41,0.01
San Jose,11/27/2012,62,49,0
San Jose,11/28/2012,68,54,0.16
San Jose,11/29/2012,62,56,0.19
San Jose,11/30/2012,68,57,1.14
San Jose,12/1/2012,66,58,0.04
San Jose,12/2/2012,64,47,0.92
San Jose,12/3/2012,64,43,0
San Jose,12/4/2012,64,51,0
San Jose,12/5/2012,69,58,0.38
San Jose,12/6/2012,59,51,0
San Jose,12/7/2012,64,46,0
San Jose,12/8/2012,62,42,0
San Jose,12/9/2012,67,45,0
San Jose,12/10/2012,68,45,0
San Jose,12/11/2012,64,42,0
San Jose,12/12/2012,55,43,0.1
San Jose,12/13/2012,53,38,0
San Jose,12/14/2012,53,36,0.01
San Jose,12/15/2012,49,36,0.13
San Jose,12/16/2012,58,46,0
San Jose,12/17/2012,58,47,0.15
San Jose,12/18/2012,53,40,0
San Jose,12/19/2012,54,32,0
San Jose,12/20/2012,59,36,0
San Jose,12/21/2012,57,47,0.02
San Jose,12/22/2012,56,50,0.49
San Jose,12/23/2012,62,48,1.17
San Jose,12/24/2012,56,43,0
San Jose,12/25/2012,53,39,0.28
San Jose,12/26/2012,54,44,0.36
San Jose,12/27/2012,54,40,0
San Jose,12/28/2012,51,37,0.03
San Jose,12/29/2012,52,39,0.16
San Jose,12/30/2012,54,36,0
San Jose,12/31/2012,53,33,0
San Jose,1/1/2013,55,35,0
San Jose,1/2/2013,58,31,0
San Jose,1/3/2013,57,33,0
San Jose,1/4/2013,60,35,0
San Jose,1/5/2013,56,40,0.09
San Jose,1/6/2013,51,40,0.11
San Jose,1/7/2013,58,37,0
San Jose,1/8/2013,61,42,0
San Jose,1/9/2013,59,42,0.03
San Jose,1/10/2013,54,41,0
San Jose,1/11/2013,57,36,0.01
San Jose,1/12/2013,50,32,0
San Jose,1/13/2013,49,26,0
San Jose,1/14/2013,50,32,0
San Jose,1/15/2013,54,32,0
San Jose,1/16/2013,57,31,0
San Jose,1/17/2013,64,32,0
San Jose,1/18/2013,64,35,0
San Jose,1/19/2013,64,35,0
San Jose,1/20/2013,64,35,0
San Jose,1/21/2013,65,34,0
San Jose,1/22/2013,62,35,0
San Jose,1/23/2013,59,47,0.06
San Jose,1/24/2013,54,50,0.37
San Jose,1/25/2013,64,52,0.01
San Jose,1/26/2013,58,43,0.01
San Jose,1/27/2013,54,41,0
San Jose,1/28/2013,56,36,0
San Jose,1/29/2013,56,37,0
San Jose,1/30/2013,66,39,0
San Jose,1/31/2013,66,38,0
San Jose,2/1/2013,67,39,0
San Jose,2/2/2013,57,45,0
San Jose,2/3/2013,57,43,0
San Jose,2/4/2013,57,39,0
San Jose,2/5/2013,55,45,0
San Jose,2/6/2013,58,38,0
San Jose,2/7/2013,55,36,0.03
San Jose,2/8/2013,52,38,0.08
San Jose,2/9/2013,57,31,0
San Jose,2/10/2013,60,34,0
San Jose,2/11/2013,62,34,0
San Jose,2/12/2013,61,37,0
San Jose,2/13/2013,65,38,0
San Jose,2/14/2013,73,40,0
San Jose,2/15/2013,72,42,0
San Jose,2/16/2013,68,43,0
San Jose,2/17/2013,63,43,0
San Jose,2/18/2013,57,39,0
San Jose,2/19/2013,50,42,0.25
San Jose,2/20/2013,58,40,0
San Jose,2/21/2013,58,37,0
San Jose,2/22/2013,62,37,0
San Jose,2/23/2013,57,45,0.01
San Jose,2/24/2013,62,38,0
San Jose,2/25/2013,61,35,0
San Jose,2/26/2013,65,36,0
San Jose,2/27/2013,68,36,0
San Jose,2/28/2013,66,42,0
San Jose,3/1/2013,70,45,0
San Jose,3/2/2013,71,49,0
San Jose,3/3/2013,64,50,0
San Jose,3/4/2013,60,46,0
San Jose,3/5/2013,59,44,0.01
San Jose,3/6/2013,58,42,0.08
San Jose,3/7/2013,59,40,0.5
San Jose,3/8/2013,59,44,0.07
San Jose,3/9/2013,64,45,0
San Jose,3/10/2013,68,39,0
San Jose,3/11/2013,70,40,0
San Jose,3/12/2013,70,47,0
San Jose,3/13/2013,74,49,0
San Jose,3/14/2013,70,51,0
San Jose,3/15/2013,69,45,0
San Jose,3/16/2013,70,50,0
San Jose,3/17/2013,66,44,0
San Jose,3/18/2013,65,43,0
San Jose,3/19/2013,71,48,0.09
San Jose,3/20/2013,68,52,0.07
San Jose,3/21/2013,63,45,0
San Jose,3/22/2013,67,45,0
San Jose,3/23/2013,67,41,0
San Jose,3/24/2013,69,41,0
San Jose,3/25/2013,60,46,0
San Jose,3/26/2013,65,46,0
San Jose,3/27/2013,67,47,0
San Jose,3/28/2013,73,54,0.01
San Jose,3/29/2013,78,53,0
San Jose,3/30/2013,72,54,0.03
San Jose,3/31/2013,70,53,0.01
San Jose,4/1/2013,68,53,0.07
San Jose,4/2/2013,68,51,0
San Jose,4/3/2013,79,49,0
San Jose,4/4/2013,68,52,0.15
San Jose,4/5/2013,66,53,0
San Jose,4/6/2013,67,50,0
San Jose,4/7/2013,67,51,0.04
San Jose,4/8/2013,66,48,0
San Jose,4/9/2013,74,48,0
San Jose,4/10/2013,82,51,0
San Jose,4/11/2013,70,50,0
San Jose,4/12/2013,74,45,0
San Jose,4/13/2013,67,48,0
San Jose,4/14/2013,67,47,0
San Jose,4/15/2013,60,46,0
San Jose,4/16/2013,67,42,0
San Jose,4/17/2013,69,47,0
San Jose,4/18/2013,76,45,0
San Jose,4/19/2013,81,50,0
San Jose,4/20/2013,79,51,0
San Jose,4/21/2013,84,49,0
San Jose,4/22/2013,87,54,0
San Jose,4/23/2013,81,53,0
San Jose,4/24/2013,69,48,0
San Jose,4/25/2013,69,51,0
San Jose,4/26/2013,69,51,0
San Jose,4/27/2013,73,51,0
San Jose,4/28/2013,80,53,0
San Jose,4/29/2013,88,56,0
San Jose,4/30/2013,80,53,0
San Jose,5/1/2013,85,55,0
San Jose,5/2/2013,92,55,0
San Jose,5/3/2013,90,54,0
San Jose,5/4/2013,87,55,0
San Jose,5/5/2013,71,53,0
San Jose,5/6/2013,70,56,0
San Jose,5/7/2013,73,56,0
San Jose,5/8/2013,67,55,0
San Jose,5/9/2013,67,53,0
San Jose,5/10/2013,68,54,0
San Jose,5/11/2013,83,53,0
San Jose,5/12/2013,78,54,0
San Jose,5/13/2013,77,53,0
San Jose,5/14/2013,77,53,0
San Jose,5/15/2013,71,51,0
San Jose,5/16/2013,72,54,0.01
San Jose,5/17/2013,70,50,0
San Jose,5/18/2013,73,46,0
San Jose,5/19/2013,81,52,0
San Jose,5/20/2013,89,53,0
San Jose,5/21/2013,69,51,0
San Jose,5/22/2013,66,48,0
San Jose,5/23/2013,67,47,0
San Jose,5/24/2013,71,45,0
San Jose,5/25/2013,68,47,0
San Jose,5/26/2013,72,55,0
San Jose,5/27/2013,67,53,0
San Jose,5/28/2013,71,57,0
San Jose,5/29/2013,70,55,0
San Jose,5/30/2013,74,51,0
San Jose,5/31/2013,84,52,0
San Jose,6/1/2013,88,56,0
San Jose,6/2/2013,78,53,0
San Jose,6/3/2013,77,53,0
San Jose,6/4/2013,73,54,0
San Jose,6/5/2013,72,55,0
San Jose,6/6/2013,76,55,0
San Jose,6/7/2013,87,53,0
San Jose,6/8/2013,87,62,0
San Jose,6/9/2013,78,60,0
San Jose,6/10/2013,75,56,0
San Jose,6/11/2013,73,58,0
San Jose,6/12/2013,76,54,0
San Jose,6/13/2013,77,51,0
San Jose,6/14/2013,87,55,0
San Jose,6/15/2013,72,54,0
San Jose,6/16/2013,76,52,0
San Jose,6/17/2013,74,55,0
San Jose,6/18/2013,71,55,0
San Jose,6/19/2013,73,54,0
San Jose,6/20/2013,76,52,0
San Jose,6/21/2013,80,53,0
San Jose,6/22/2013,83,54,0
San Jose,6/23/2013,71,57,0
San Jose,6/24/2013,69,59,0.04
San Jose,6/25/2013,79,63,0
San Jose,6/26/2013,83,65,0
San Jose,6/27/2013,85,61,0
San Jose,6/28/2013,92,64,0
San Jose,6/29/2013,96,65,0
San Jose,6/30/2013,88,63,0
San Jose,7/1/2013,92,62,0
San Jose,7/2/2013,92,63,0
San Jose,7/3/2013,91,62,0
San Jose,7/4/2013,90,65,0
San Jose,7/5/2013,75,57,0
San Jose,7/6/2013,79,55,0
San Jose,7/7/2013,79,54,0
San Jose,7/8/2013,80,55,0
San Jose,7/9/2013,86,58,0
San Jose,7/10/2013,79,57,0
San Jose,7/11/2013,75,57,0
San Jose,7/12/2013,78,53,0
San Jose,7/13/2013,82,54,0
San Jose,7/14/2013,75,55,0
San Jose,7/15/2013,74,56,0
San Jose,7/16/2013,72,57,0
San Jose,7/17/2013,74,58,0
San Jose,7/18/2013,81,57,0
San Jose,7/19/2013,80,57,0
San Jose,7/20/2013,83,57,0
San Jose,7/21/2013,80,54,0
San Jose,7/22/2013,77,58,0
San Jose,7/23/2013,80,62,0
San Jose,7/24/2013,86,60,0
San Jose,7/25/2013,80,59,0
San Jose,7/26/2013,79,58,0
San Jose,7/27/2013,79,57,0
San Jose,7/28/2013,79,56,0
San Jose,7/29/2013,80,56,0
San Jose,7/30/2013,77,55,0
San Jose,7/31/2013,76,56,0
San Jose,8/1/2013,74,54,0
San Jose,8/2/2013,77,54,0
San Jose,8/3/2013,79,53,0
San Jose,8/4/2013,74,56,0
San Jose,8/5/2013,73,57,0
San Jose,8/6/2013,73,58,0
San Jose,8/7/2013,74,60,0
San Jose,8/8/2013,75,59,0
San Jose,8/9/2013,74,58,0
San Jose,8/10/2013,76,59,0
San Jose,8/11/2013,73,59,0
San Jose,8/12/2013,81,58,0
San Jose,8/13/2013,87,56,0
San Jose,8/14/2013,80,56,0
San Jose,8/15/2013,82,63,0
San Jose,8/16/2013,83,61,0
San Jose,8/17/2013,77,60,0
San Jose,8/18/2013,91,58,0
San Jose,8/19/2013,86,66,0
San Jose,8/20/2013,82,62,0
San Jose,8/21/2013,77,57,0
San Jose,8/22/2013,74,60,0
San Jose,8/23/2013,73,59,0
San Jose,8/24/2013,80,54,0
San Jose,8/25/2013,82,64,0
San Jose,8/26/2013,77,61,0
San Jose,8/27/2013,80,57,0
San Jose,8/28/2013,81,61,0
San Jose,8/29/2013,81,63,0
San Jose,8/30/2013,88,63,0
San Jose,8/31/2013,80,62,0
San Jose,9/1/2013,81,62,0
San Jose,9/2/2013,79,66,0
San Jose,9/3/2013,80,60,0
San Jose,9/4/2013,79,59,0
San Jose,9/5/2013,78,58,0
San Jose,9/6/2013,89,54,0
San Jose,9/7/2013,95,61,0
San Jose,9/8/2013,88,60,0
San Jose,9/9/2013,88,62,0
San Jose,9/10/2013,82,58,0
San Jose,9/11/2013,77,59,0
San Jose,9/12/2013,76,62,0
San Jose,9/13/2013,74,59,0
San Jose,9/14/2013,72,59,0
San Jose,9/15/2013,78,58,0
San Jose,9/16/2013,79,62,0
San Jose,9/17/2013,75,56,0
San Jose,9/18/2013,83,55,0
San Jose,9/19/2013,87,54,0
San Jose,9/20/2013,76,56,0
San Jose,9/21/2013,70,57,0.66
San Jose,9/22/2013,72,53,0
San Jose,9/23/2013,80,54,0
San Jose,9/24/2013,75,58,0
San Jose,9/25/2013,70,55,0
San Jose,9/26/2013,74,51,0
San Jose,9/27/2013,78,49,0
San Jose,9/28/2013,82,51,0
San Jose,9/29/2013,77,54,0
San Jose,9/30/2013,77,57,0
San Jose,10/1/2013,72,53,0
San Jose,10/2/2013,76,52,0
San Jose,10/3/2013,73,51,0
San Jose,10/4/2013,82,58,0
San Jose,10/5/2013,85,49,0
San Jose,10/6/2013,83,51,0
San Jose,10/7/2013,81,54,0
San Jose,10/8/2013,75,51,0
San Jose,10/9/2013,68,50,0
San Jose,10/10/2013,74,50,0
San Jose,10/11/2013,67,48,0
San Jose,10/12/2013,71,46,0
San Jose,10/13/2013,73,47,0
San Jose,10/14/2013,78,48,0
San Jose,10/15/2013,79,47,0
San Jose,10/16/2013,82,50,0
San Jose,10/17/2013,80,49,0
San Jose,10/18/2013,78,49,0
San Jose,10/19/2013,78,49,0
San Jose,10/20/2013,74,50,0
San Jose,10/21/2013,70,51,0
San Jose,10/22/2013,72,51,0
San Jose,10/23/2013,67,52,0
San Jose,10/24/2013,60,50,0
San Jose,10/25/2013,69,47,0
San Jose,10/26/2013,75,46,0
San Jose,10/27/2013,63,50,0
San Jose,10/28/2013,64,53,0
San Jose,10/29/2013,63,49,0
San Jose,10/30/2013,67,44,0
San Jose,10/31/2013,72,44,0
San Jose,11/1/2013,77,44,0
San Jose,11/2/2013,69,45,0
San Jose,11/3/2013,64,45,0
San Jose,11/4/2013,67,40,0
San Jose,11/5/2013,72,44,0
San Jose,11/6/2013,74,46,0
San Jose,11/7/2013,74,50,0
San Jose,11/8/2013,70,46,0
San Jose,11/9/2013,77,44,0
San Jose,11/10/2013,65,45,0
San Jose,11/11/2013,66,52,0
San Jose,11/12/2013,71,53,0
San Jose,11/13/2013,74,46,0
San Jose,11/14/2013,64,49,0
San Jose,11/15/2013,65,44,0
San Jose,11/16/2013,63,40,0
San Jose,11/17/2013,63,45,0
San Jose,11/18/2013,61,44,0
San Jose,11/19/2013,65,48,0.29
San Jose,11/20/2013,63,53,0.47
San Jose,11/21/2013,62,50,0.01
San Jose,11/22/2013,69,47,0
San Jose,11/23/2013,66,40,0
San Jose,11/24/2013,65,41,0
San Jose,11/25/2013,65,40,0
San Jose,11/26/2013,63,43,0
San Jose,11/27/2013,65,43,0
San Jose,11/28/2013,68,45,0
San Jose,11/29/2013,71,43,0
San Jose,11/30/2013,65,41,0
San Jose,12/1/2013,67,42,0
San Jose,12/2/2013,64,42,0
San Jose,12/3/2013,55,42,0
San Jose,12/4/2013,52,34,0
San Jose,12/5/2013,52,29,0
San Jose,12/6/2013,54,30,0.04
San Jose,12/7/2013,49,35,0.09
San Jose,12/8/2013,47,31,0
San Jose,12/9/2013,51,25,0
San Jose,12/10/2013,53,28,0
San Jose,12/11/2013,57,31,0
San Jose,12/12/2013,59,29,0
San Jose,12/13/2013,59,34,0
San Jose,12/14/2013,62,34,0
San Jose,12/15/2013,62,31,0
San Jose,12/16/2013,67,37,0
San Jose,12/17/2013,65,40,0
San Jose,12/18/2013,62,44,0
San Jose,12/19/2013,58,42,0
San Jose,12/20/2013,60,35,0
San Jose,12/21/2013,60,36,0
San Jose,12/22/2013,67,37,0
San Jose,12/23/2013,63,38,0
San Jose,12/24/2013,70,38,0
San Jose,12/25/2013,67,37,0
San Jose,12/26/2013,69,37,0
San Jose,12/27/2013,60,36,0
San Jose,12/28/2013,66,35,0
San Jose,12/29/2013,67,36,0
San Jose,12/30/2013,66,34,0
San Jose,12/31/2013,59,37,0
San Jose,1/1/2014,62,35,0
San Jose,1/2/2014,65,38,0
San Jose,1/3/2014,64,40,0
San Jose,1/4/2014,66,38,0
San Jose,1/5/2014,66,35,0
San Jose,1/6/2014,62,38,0
San Jose,1/7/2014,63,44,0
San Jose,1/8/2014,58,50,0
San Jose,1/9/2014,59,46,0.01
San Jose,1/10/2014,62,41,0
San Jose,1/11/2014,59,43,0
San Jose,1/12/2014,60,43,0
San Jose,1/13/2014,68,43,0
San Jose,1/14/2014,76,37,0
San Jose,1/15/2014,71,39,0
San Jose,1/16/2014,73,39,0
San Jose,1/17/2014,69,39,0
San Jose,1/18/2014,70,37,0
San Jose,1/19/2014,69,36,0
San Jose,1/20/2014,69,38,0
San Jose,1/21/2014,68,37,0
San Jose,1/22/2014,72,38,0
San Jose,1/23/2014,67,40,0
San Jose,1/24/2014,65,40,0
San Jose,1/25/2014,71,44,0
San Jose,1/26/2014,71,45,0
San Jose,1/27/2014,64,46,0
San Jose,1/28/2014,67,48,0
San Jose,1/29/2014,68,55,0.01
San Jose,1/30/2014,60,51,0.1
San Jose,1/31/2014,60,44,0
San Jose,2/1/2014,60,37,0
San Jose,2/2/2014,54,41,0.08
San Jose,2/3/2014,56,39,0
San Jose,2/4/2014,56,36,0
San Jose,2/5/2014,57,36,0.01
San Jose,2/6/2014,54,46,0.61
San Jose,2/7/2014,55,47,0.14
San Jose,2/8/2014,61,53,0.02
San Jose,2/9/2014,63,57,0.05
San Jose,2/10/2014,62,51,0.01
San Jose,2/11/2014,62,49,0
San Jose,2/12/2014,63,49,0
San Jose,2/13/2014,69,49,0
San Jose,2/14/2014,63,53,0
San Jose,2/15/2014,63,48,0.02
San Jose,2/16/2014,63,47,0.04
San Jose,2/17/2014,61,39,0
San Jose,2/18/2014,64,43,0
San Jose,2/19/2014,63,49,0.01
San Jose,2/20/2014,67,42,0
San Jose,2/21/2014,72,42,0
San Jose,2/22/2014,71,42,0
San Jose,2/23/2014,68,45,0
San Jose,2/24/2014,73,44,0
San Jose,2/25/2014,66,44,0
San Jose,2/26/2014,61,52,0.68
San Jose,2/27/2014,65,52,0.01
San Jose,2/28/2014,62,52,0.97
San Jose,3/1/2014,66,52,0.21
San Jose,3/2/2014,63,50,0.02
San Jose,3/3/2014,63,48,0.17
San Jose,3/4/2014,68,53,0
San Jose,3/5/2014,74,52,0
San Jose,3/6/2014,67,52,0.02
San Jose,3/7/2014,68,48,0
San Jose,3/8/2014,74,45,0
San Jose,3/9/2014,81,57,0
San Jose,3/10/2014,69,55,0.01
