Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Italy,ITA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5047144628,5736466839,6383932340,7020447959,8097991291,9713521918,10826008276,11734429394,13403095880,15382275393,17191498141,19420359863,23692564409,28258450349,36960391188,42644522835,45035417306,55062866798,68287845083,88108913307,96321357224,93295682507,90222842949,90066439827,91959280912,95456831254,1.19755E+11,1.44873E+11,1.56697E+11,1.71925E+11,2.15644E+11,2.12266E+11,2.3071E+11,2.17201E+11,2.40365E+11,2.89764E+11,3.1104E+11,2.99854E+11,3.05468E+11,2.90297E+11,2.9295E+11,2.99085E+11,3.09943E+11,3.66682E+11,4.32727E+11,4.56712E+11,5.09513E+11,6.04236E+11,6.44649E+11,4.9115E+11,5.35264E+11,6.14743E+11,5.92545E+11,6.14915E+11,6.30598E+11,5.47806E+11,5.54705E+11
Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,5194804038,5768145481,6653172244,8277784615,8031770137,8243744133,9580519684,10951837747,11672839922,14122467449,16931044610,18466162921,22522274900,31507892062,44447874070,42494411329,47508231682,52611410358,61700291353,83928132836,1.08719E+11,1.01688E+11,95631502076,87948513386,93816806811,97309696075,1.11775E+11,1.41592E+11,1.56282E+11,1.72088E+11,2.13294E+11,2.09833E+11,2.30097E+11,1.84825E+11,2.04219E+11,2.46749E+11,2.51575E+11,2.53776E+11,2.6703E+11,2.68125E+11,2.83348E+11,2.84494E+11,3.00495E+11,3.59574E+11,4.22258E+11,4.58759E+11,5.2576E+11,6.1215E+11,6.6351E+11,5.05483E+11,5.7711E+11,6.50488E+11,5.72068E+11,5.66796E+11,5.69203E+11,4.9469E+11,4.90678E+11
Italy,ITA,"Population, total",SP.POP.TOTL,50199700,50536350,50879450,51252000,51675350,52112350,52519000,52900500,53235750,53537950,53821850,54073490,54381345,54751406,55110868,55441001,55718260,55955411,56155143,56317749,56433883,56501675,56543548,56564074,56576718,56593071,56596155,56601931,56629288,56671781,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60730582,60600590
Italy,ITA,Population in largest city,EN.URB.LCTY,2455581,2523274,2587008,2649872,2714352,2780218,2847776,2916976,2987956,3060460,3134828,3211003,3247377,3264905,3282552,3300294,3318157,3336067,3354099,3372228,3390480,3408780,3417369,3421394,3425431,3429460,3433500,3437545,3441600,3445649,3449708,3453772,3449336,3441227,3433126,3425045,3416971,3408938,3400913,3392908,3384910,3376952,3391374,3415851,3440539,3465336,3490347,3515539,3540947,3566468,3592209,3618135,3644285,3670624,3697153,3717956,3737750
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2099.914303,2298.004545,2662.326357,3194.679293,3609.201208,4093.44662,4019.795878,4588.414364,5591.991448,6967.227798,8429.023181,7597.688826,7531.597653,7806.739036,7714.185232,7964.328666,11277.69171,14187.7743,15692.72629,16332.60955,20757.08875,21884.10445,23166.80415,18676.95264,19273.84424,20596.38865,23020.09914,21779.62444,22252.35771,21936.8226,20051.2426,20400.8109,22196.50736,27387.2258,31174.56118,31959.26215,33410.7482,37698.78573,40640.18465,36976.84512,35849.37364,38334.68477,34814.12436,35370.27441,35396.66517,30049.14755,30527.2682
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13056168000,14153952000,15221056000,16936336000,20070136000,21829712000,24337232000,26556376000,29363632000,32515752000,35541712000,39200880000,45178120000,55271304000,71976544000,88003984000,89023915584,81825783186,1.02517E+11,1.3454E+11,1.94357E+11,2.50083E+11,1.73721E+11,1.48867E+11,1.75632E+11,1.84473E+11,1.2944E+11,1.40264E+11,1.83144E+11,2.22977E+11,2.6271E+11,3.14454E+11,3.63609E+11,5.03963E+11,5.27319E+11,3.43793E+11,3.97404E+11,4.80555E+11,5.0201E+11,5.7946E+11,6.83648E+11,7.24704E+11,7.4156E+11,7.13284E+11,7.70268E+11,8.66346E+11,9.65281E+11,1.04347E+12,1.10128E+12,8.94949E+11,1.05113E+12,1.17119E+12,1.1866E+12,1.26198E+12,1.2984E+12,1.15104E+12,1.046E+12
Mexico,MEX,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1520944000,1503120000,1536528000,1688128000,1978568000,2079752000,2192168000,2392912000,2746232000,3011216000,3430408000,3417960000,3991120000,5232144000,7612160000,8465680000,8784409091,8363203540,11315763158,16754179825,25215695652,32350081633,17920283688,14024762698,16777514899,19063168548,17389311867,18775671165,33950973120,42503284583,51767986205,60602974424,73709195127,69669686417,84163224793,71983639437,95359265205,1.15762E+11,1.30659E+11,1.49426E+11,1.83589E+11,1.80335E+11,1.84712E+11,1.87873E+11,2.15619E+11,2.42652E+11,2.78522E+11,3.05989E+11,3.32287E+11,2.57337E+11,3.26637E+11,3.80779E+11,4.00635E+11,4.12197E+11,4.33209E+11,4.26992E+11,4.18276E+11
Mexico,MEX,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1109120000,1191208000,1302504000,1411096000,1532720000,1667320000,1816952000,1824072000,2066336000,2451096000,2754440000,2995040000,3643200000,4650160000,6054240000,6067120000,7558155844,8442477876,10732745614,15056293860,20806478261,26030530612,26633315603,28288293089,30526865316,28436329311,22445889179,27348987810,36496759052,42358817388,48866100761,51459972502,55406026689,61187516048,70326131078,86544700439,1.06221E+11,1.21248E+11,1.29262E+11,1.47656E+11,1.7964E+11,1.7135E+11,1.73989E+11,1.7758E+11,2.0207E+11,2.30168E+11,2.66428E+11,2.89465E+11,3.07236E+11,2.44146E+11,3.13989E+11,3.66164E+11,3.87365E+11,4.01082E+11,4.19207E+11,4.04429E+11,3.99126E+11
Mexico,MEX,"Population, total",SP.POP.TOTL,38174112,39394126,40649588,41939880,43264272,44623043,46011038,47429812,48894019,50423481,52029861,53718724,55478151,57280587,59088193,60872399,62623763,64345884,66039488,67709689,69360871,70992195,72602533,74196548,75780605,77360707,78934125,80503052,82083919,83697891,85357874,87071512,88828310,90600453,92349147,94045579,95687452,97281739,98821456,100300579,101719673,103067068,104355608,105640453,106995583,108472228,110092378,111836346,113661809,115505228,117318941,119090017,120828307,122535969,124221600,125890949,127540423
Mexico,MEX,Population in largest city,EN.URB.LCTY,5479184,5748913,6032320,6329698,6642176,6969157,7312719,7673217,8052021,8448405,8830947,9182417,9548389,9927879,10323007,10733860,11161666,11605274,12067162,12547433,13027620,13268385,13513942,13764043,14019126,14278216,14542461,14811597,15086094,15364903,15642318,15908157,16178890,16453467,16733092,17017469,17307081,17600805,17899928,18204136,18457027,18617824,18780246,18944086,19109583,19276065,19444230,19613862,19785210,19957578,20131688,20307317,20484478,20663185,20843450,20998543,21157173
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,342.0162858,359.2909258,374.4455171,403.8241407,463.8963069,489.2026749,528.9433375,559.908945,600.5567266,644.8533769,683.1021901,729.74332,814.3407663,964.9220948,1218.120581,1445.712432,1421.56765,1271.655281,1552.365938,1987.017317,2802.110517,3522.683309,2392.765705,2006.385943,2317.639947,2384.584027,1639.850882,1742.339898,2231.183287,2664.069946,3077.745071,3611.444014,4093.393831,5562.475854,5710.055487,3655.597592,4153.147901,4939.823744,5079.972214,5777.231681,6720.902113,7031.378864,7106.082019,6751.998987,7199.059665,7986.798439,8767.920258,9330.341687,9689.052887,7748.123301,8959.581416,9834.472689,9820.532572,10298.86766,10452.27766,9143.128494,8201.306253
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,37677621538,44010160464,54008338918,70924006306,86129928027,98970041042,1.07775E+11,1.25396E+11,1.5387E+11,1.77376E+11,1.92661E+11,1.62039E+11,1.56457E+11,1.51487E+11,1.42076E+11,1.4201E+11,1.98298E+11,2.41919E+11,2.58568E+11,2.5504E+11,3.14268E+11,3.2332E+11,3.5833E+11,3.49038E+11,3.74291E+11,4.46529E+11,4.45705E+11,4.12199E+11,4.32476E+11,4.41975E+11,4.12807E+11,4.26574E+11,4.65369E+11,5.71863E+11,6.50533E+11,6.78534E+11,7.26649E+11,8.3942E+11,9.36228E+11,8.57933E+11,8.3639E+11,8.93757E+11,8.28947E+11,8.6668E+11,8.79635E+11,7.50318E+11,7.70845E+11
Netherlands,NLD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6002580391,6289121521,6729239599,7315166178,8341973000,8990516464,9524528796,10152342093,11387867501,13375537336,16365834662,19233414286,23579612538,32429213070,43689383966,47320588097,52688337806,58005185059,67955377063,85473051631,97803050543,89555170361,86486566394,83263454868,83535520742,85650311438,1.01394E+11,1.20446E+11,1.34688E+11,1.4131E+11,1.72173E+11,1.79393E+11,1.92566E+11,1.84888E+11,2.06267E+11,2.5725E+11,2.56929E+11,2.50129E+11,2.58337E+11,2.66248E+11,2.74488E+11,2.72254E+11,2.82715E+11,3.41456E+11,4.13321E+11,4.52016E+11,5.03415E+11,5.89891E+11,6.70738E+11,5.41823E+11,6.01816E+11,6.91379E+11,6.79208E+11,7.10766E+11,7.26274E+11,6.18737E+11,6.22914E+11
Netherlands,NLD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,5769273577,6268747831,6668717860,7423212392,8729717192,9027244796,9731674619,10258826766,11264073716,13285914197,16369937177,18530541792,21310838163,28993954359,39452307894,42656216975,47816021920,55016591003,65718299246,83086391190,95505825648,81256498543,77866587274,76339298819,74330164148,77763054804,92208475355,1.12193E+11,1.25172E+11,1.30519E+11,1.56451E+11,1.62196E+11,1.74809E+11,1.6224E+11,1.81061E+11,2.2668E+11,2.29463E+11,2.23417E+11,2.31853E+11,2.42626E+11,2.47515E+11,2.43843E+11,2.51111E+11,3.02775E+11,3.61777E+11,3.93124E+11,4.39964E+11,5.15809E+11,5.89974E+11,4.7895E+11,5.31869E+11,6.15055E+11,5.99616E+11,6.18066E+11,6.30902E+11,5.37856E+11,5.38965E+11
Netherlands,NLD,"Population, total",SP.POP.TOTL,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17018408
Netherlands,NLD,Population in largest city,EN.URB.LCTY,937458,943852,950298,956788,963331,967143,968171,969201,970234,971264,967479,958853,951394,963589,975958,978461,970850,963318,955834,948408,940603,932455,924367,922076,925462,929244,933448,937670,941918,946174,951473,957845,964269,970717,980378,987823,991148,994475,997818,1001173,1004643,1008217,1011808,1015413,1019035,1024041,1030491,1036981,1043521,1050084,1056698,1063354,1070051,1076791,1083573,1090772,1098684
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,1068.784587,1159.392357,1240.677894,1328.036649,1541.947365,1708.096356,1835.801424,1991.360686,2185.248659,2446.335454,2889.714799,3335.493613,4052.06603,5277.350026,6358.772384,7241.886068,7824.532711,9049.812484,11036.70732,12635.19573,13615.83707,11373.41269,10931.33842,10544.0459,9849.821967,9799.443038,13607.92719,16496.29599,17518.02876,17175.64537,21019.12567,21454.86289,23598.95076,22827.30004,24331.75402,28884.71352,28698.66602,26404.98673,27533.60679,27951.73429,25921.12794,26584.12169,28817.32321,35245.16407,39954.64222,41577.16009,44453.97119,51241.31562,56928.82048,51900.34009,50338.25483,53540.60536,49474.70561,51574.48942,52157.40687,44292.88473,45294.78
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881655099,46492797365,58971806627,78425934894,97009800115,1.14465E+11,1.18185E+11,1.3209E+11,1.60163E+11,2.14019E+11,2.32135E+11,2.02257E+11,1.95464E+11,1.70487E+11,1.71635E+11,1.80302E+11,2.50638E+11,3.17882E+11,3.75139E+11,4.13631E+11,5.35101E+11,5.75599E+11,6.29202E+11,5.23649E+11,5.29122E+11,6.1294E+11,6.40998E+11,5.88692E+11,6.17042E+11,6.33194E+11,5.95403E+11,6.25976E+11,7.05146E+11,9.06853E+11,1.06956E+12,1.15728E+12,1.26455E+12,1.47934E+12,1.63499E+12,1.49907E+12,1.43159E+12,1.48802E+12,1.33595E+12,1.36178E+12,1.37586E+12,1.19296E+12,1.23209E+12
Spain,ESP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1010042253,1102919716,1340088892,1471112408,1880768224,2028377185,2554121089,2706181740,3326528831,4084235531,4982981935,6079326467,7904028475,10497629069,12851749351,14233974493,14923456603,17588280832,22336615885,29470230045,33333052680,33092456479,33343434499,32676952436,36739040261,37800134442,45828335987,56614462067,65220896872,69002001124,84547320927,91153749079,1.02341E+11,93177437966,1.07986E+11,1.34429E+11,1.48189E+11,1.5161E+11,1.61561E+11,1.67146E+11,1.70381E+11,1.74411E+11,1.86702E+11,2.3077E+11,2.69302E+11,2.85474E+11,3.14519E+11,3.80305E+11,4.13929E+11,3.39897E+11,3.65339E+11,4.30351E+11,4.10158E+11,4.38756E+11,4.49456E+11,3.95796E+11,4.0742E+11
Spain,ESP,Imports of goods and services (current US$),NE.IMP.GNFS.CD,833136311.9,1189957607,1633079904,2056286551,2429704295,3254542782,3893500156,3760819358,3966047696,4731368828,5584919182,5975692695,8144948227,11570563678,17918337468,19085788986,20650048744,20972103834,22127555773,30179158404,40002154560,38540617048,38132871271,35202582715,34660785448,35985561937,42891188903,58982195257,72658897158,85773218412,1.06179E+11,1.13249E+11,1.24251E+11,1.00537E+11,1.12634E+11,1.40354E+11,1.48776E+11,1.50343E+11,1.64633E+11,1.79452E+11,1.88276E+11,1.89119E+11,2.01007E+11,2.50872E+11,3.1053E+11,3.43333E+11,3.89321E+11,4.68932E+11,4.97722E+11,3.57142E+11,3.84021E+11,4.34009E+11,3.90534E+11,3.94421E+11,4.16194E+11,3.66577E+11,3.71565E+11
Spain,ESP,"Population, total",SP.POP.TOTL,30455000,30739250,31023366,31296651,31609195,31954292,32283194,32682947,33113134,33441054,33814531,34224490,34604469,34988947,35373335,35757900,36137812,36511638,36864898,37191330,37491165,37758631,37986012,38171525,38330364,38469512,38584624,38684815,38766939,38827764,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46447697,46443959
Spain,ESP,Population in largest city,EN.URB.LCTY,2467926,2551331,2641036,2733895,2830154,2929523,3032526,3139150,3257310,3386432,3520861,3622328,3687608,3753879,3821436,3890208,3960315,4031487,4104040,4177898,4253190,4307781,4319441,4331133,4342874,4354613,4366400,4378220,4390088,4401955,4413870,4441776,4502102,4563078,4624965,4687691,4751357,4815708,4881022,4947221,5014411,5082325,5154674,5229816,5306159,5383402,5461879,5541499,5622392,5704239,5787392,5871758,5957472,6044437,6132672,6199254,6263907
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1208.996662,1358.465747,1704.167361,2241.448847,2742.455585,3201.119201,3270.405729,3617.737759,4344.606706,5754.542183,6191.714945,5356.577832,5145.694384,4466.336264,4477.793724,4686.891069,6495.811997,8217.234257,9676.769252,10652.95797,13767.38147,14771.6723,16068.42672,13303.67613,13378.84984,15429.93942,16069.20709,14696.21611,15340.33211,15678.21523,14676.70609,15323.6114,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35578.73619,32333.4661,30736.00228,31834.21816,28562.29324,29210.09342,29600.47225,25683.84565,26528.49179
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,13995067818,8022222222,8922222222,10355555556,11177777778,11944444444,14122222222,15666666667,17500000000,19466666667,17086956522,16256619964,20431095406,25724381625,35599913836,44633707243,51280134554,58676813687,65147022486,89394085658,68789289566,71040020140,64546332581,61678280115,59989909458,67234948265,75728009963,87172789528,90852814005,1.07143E+11,1.50676E+11,1.50028E+11,1.58459E+11,1.8017E+11,1.3069E+11,1.69486E+11,1.81476E+11,1.89835E+11,2.75769E+11,2.55884E+11,2.72979E+11,2.00254E+11,2.38424E+11,3.11826E+11,4.04776E+11,5.01423E+11,5.52505E+11,6.75754E+11,7.64323E+11,6.44657E+11,7.71877E+11,8.32546E+11,8.73982E+11,9.50596E+11,9.34168E+11,8.59384E+11,8.57749E+11
Turkey,TUR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,513769009.5,544444444.4,711111111.1,722222222.2,611111111.1,644444444.4,800000000,777777777.8,888888888.9,922222222.2,1086956522,1340752162,1745583039,2339222615,4013786171,5013156073,5469382670,6282635263,4748373281,5257907777,8205107972,9167498359,9692838643,10212590427,11802116287,12751947860,12193740641,15479659811,15947270362,19050893631,26485716695,24956952381,27484942029,34850745455,26639520270,41271567686,50498579853,57688103357,54343007288,48167046323,61561836212,45699812606,54837127571,72837360161,1.02689E+11,1.22444E+11,1.46418E+11,1.76165E+11,2.06979E+11,1.50584E+11,1.96446E+11,2.53099E+11,2.49766E+11,2.66909E+11,2.58295E+11,2.23077E+11,2.14632E+11
Turkey,TUR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,287710645.3,411111111.1,500000000,433333333.3,500000000,544444444.4,577777777.8,644444444.4,644444444.4,700000000,756521739.1,864785144.5,1229681979,1809187279,2039204423,1973410885,2491746091,2238640151,2701589655,2876725553,3550856151,5851518176,7657810068,7693263017,9362386822,10663948826,10081244162,13582253229,16947657046,17360346518,20138041278,20765547619,22805811594,24636054545,27918206081,33713478166,39094658477,46664617512,56721035673,47537824737,53091138836,53223378462,58320143839,69359861150,92088562200,1.05388E+11,1.1962E+11,1.43397E+11,1.74466E+11,1.45523E+11,1.5784E+11,1.85345E+11,2.06848E+11,2.11719E+11,2.21999E+11,2.00504E+11,1.89207E+11
Turkey,TUR,"Population, total",SP.POP.TOTL,27472331,28146893,28832805,29531342,30244232,30972965,31717477,32477961,33256432,34055361,34876267,35720568,36587225,37472298,38370241,39277211,40189511,41108248,42039935,42993991,43975921,44988356,46025357,47073422,48114105,49133883,50128489,51100878,52053704,52992429,53921699,54840531,55748875,56653729,57564132,58486381,59423208,60372499,61329590,62287326,63240121,64191474,65143054,66085803,67007855,67903406,68763405,69597281,70440032,71339185,72326914,73409455,74569867,75787333,77030628,78271472,79512426
Turkey,TUR,Population in largest city,EN.URB.LCTY,1453353,1534902,1640147,1752608,1872951,2001192,2136617,2280326,2433920,2597394,2772095,2931066,3085926,3248509,3419899,3600332,3759125,3909144,4065369,4227838,4397037,4580127,4774228,4976556,5187754,5407297,5623536,5842560,6070435,6306534,6552160,6773134,6986256,7205470,7431880,7665403,7906601,8154694,8367184,8553323,8743868,9036346,9384889,9746876,10123352,10513274,10918784,11339935,11777944,12231596,12703384,13122354,13429473,13689079,13953703,14163989,14365329
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,509.4241118,285.0127089,309.4469034,350.6632227,369.5837863,385.6409757,445.2504915,482.378394,526.2139967,571.6182737,489.930775,455.1053041,558.421564,686.4906344,927.8001104,1136.376695,1275.958161,1427.373253,1549.646128,2079.222784,1564.24898,1579.075709,1402.408081,1310.256988,1246.825842,1368.402906,1510.678089,1705.89612,1745.366939,2021.861437,2794.353551,2735.710807,2842.373598,3180.192011,2270.340362,2897.870208,3053.950828,3144.389453,4496.503169,4108.127878,4316.553895,3119.637106,3660.00507,4718.501291,6040.72953,7384.354661,8034.869161,9709.490246,10850.68975,9036.499911,10672.05693,11341.13395,11720.30843,12542.93565,12127.22522,10979.52569,10787.60934
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,72328047042,76694360636,80601939635,85443766670,93387598814,1.00596E+11,1.07091E+11,1.11185E+11,1.04703E+11,1.12677E+11,1.30672E+11,1.48114E+11,1.69965E+11,1.92538E+11,2.06131E+11,2.41757E+11,2.32615E+11,2.63066E+11,3.35883E+11,4.38994E+11,5.64948E+11,5.40766E+11,5.15049E+11,4.89618E+11,4.61487E+11,4.89285E+11,6.01453E+11,7.45163E+11,9.10123E+11,9.26885E+11,1.09317E+12,1.1428E+12,1.17966E+12,1.06139E+12,1.14049E+12,1.32026E+12,1.39298E+12,1.53709E+12,1.62356E+12,1.65217E+12,1.63544E+12,1.61303E+12,1.75757E+12,2.02849E+12,2.389E+12,2.5081E+12,2.67828E+12,3.06301E+12,2.87546E+12,2.36713E+12,2.42968E+12,2.60882E+12,2.646E+12,2.71951E+12,2.99883E+12,2.86109E+12,2.61889E+12
United Kingdom,GBR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,15617572733,15522854822,15815127026,16851607900,19076116871,19509114056,20239775212,21697473493,22507195655,23743551743,26828445644,29774732538,34504137363,46685932141,63857762973,64126880531,66313738185,74566926042,87738219559,1.1603E+11,1.35048E+11,1.22508E+11,1.19574E+11,1.18794E+11,1.24612E+11,1.28219E+11,1.49716E+11,1.8442E+11,2.24473E+11,2.36287E+11,2.66734E+11,2.54225E+11,2.70075E+11,2.58938E+11,2.88196E+11,3.31995E+11,3.59871E+11,3.8582E+11,4.01262E+11,4.18489E+11,4.39262E+11,4.37852E+11,4.69089E+11,5.28273E+11,6.25624E+11,6.86982E+11,7.83636E+11,8.41507E+11,8.58436E+11,6.74459E+11,7.52357E+11,8.39629E+11,8.47449E+11,8.70587E+11,9.01514E+11,8.36052E+11,7.85359E+11
United Kingdom,GBR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,14616021507,15258543541,15655395385,16511191129,17491172418,18622333929,20082873495,20542668837,21672959116,24206781923,27888763619,31731259431,34324169580,42299092847,54108026180,60102093142,63771531357,76391739055,92087246980,1.17635E+11,1.47171E+11,1.37506E+11,1.29216E+11,1.23456E+11,1.24396E+11,1.33577E+11,1.46245E+11,1.77678E+11,1.95434E+11,2.03257E+11,2.47013E+11,2.50102E+11,2.61916E+11,2.55276E+11,2.88063E+11,3.35772E+11,3.62373E+11,3.92087E+11,3.88162E+11,3.9233E+11,4.08336E+11,4.00271E+11,4.19711E+11,4.78663E+11,5.60818E+11,6.20615E+11,7.1719E+11,7.61591E+11,7.73529E+11,6.20938E+11,6.86544E+11,7.96274E+11,7.88474E+11,8.09245E+11,8.41911E+11,7.90542E+11,7.35641E+11
United Kingdom,GBR,"Population, total",SP.POP.TOTL,52400000,52800000,53250000,53650000,54000000,54348050,54648500,54943600,55211700,55441750,55663250,55896223,56086065,56194527,56229974,56225800,56211968,56193492,56196504,56246951,56314216,56333829,56313641,56332848,56422072,56550268,56681396,56802050,56928327,57076711,57247586,57424897,57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,65128861,65637239
United Kingdom,GBR,Population in largest city,EN.URB.LCTY,8195769,8168112,8092157,8016909,7942259,7868506,7795337,7722850,7650937,7579890,7509405,7456444,7478847,7501254,7523760,7546334,7569006,7591684,7614461,7637306,7660252,7687191,7727056,7767128,7807463,7847896,7888594,7929504,7970682,8011960,8053510,8098491,8154144,8210025,8266366,8323094,8380291,8437721,8495625,8553927,8612709,8679959,8787667,8896713,9007264,9118879,9232035,9346594,9462736,9579995,9698872,9819224,9941069,10064427,10189315,10313307,10434035
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1380.306241,1452.544709,1513.651449,1592.614477,1729.399978,1850.954769,1959.62783,2023.627564,1896.386749,2032.34701,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,22755.56212,23947.95875,26357.52719,27759.33421,28154.37126,27769.93125,27284.22404,29603.46576,34007.88876,39824.76181,41524.06554,44016.72641,49949.15488,46523.26545,38010.10045,38709.91166,41240.42486,41538.30726,42407.37101,46412.11727,43929.69081,39899.38839
