{0.000036, 0.003406, 0.003876, 0.002715, 0.000324, 0.000589, 0.002193, 0.000269, 0.002111, 0.000062, 0.000776, 0.008608, 0.002609, 0.008791, 0.000060, 0.002541, 0.000075, 0.007529, 0.004367, 0.011169, 0.001247, 0.001070, 0.000702, 0.000270, 0.001026, 0.000338, 0.001388, }
{0.002252, 0.000664, 0.000066, 0.000078, 0.002390, 0.000028, 0.000011, 0.000030, 0.002212, 0.000062, 0.000008, 0.003516, 0.000066, 0.000039, 0.002080, 0.000024, 0, 0.001506, 0.000575, 0.000127, 0.001374, 0.000031, 0.000025, 0.000001, 0.000171, 0, 0.000174, }
{0.005358, 0.000003, 0.000625, 0.000011, 0.003694, 0, 0.000001, 0.004266, 0.002790, 0, 0.002429, 0.001457, 0.000005, 0.000014, 0.006141, 0.000005, 0.000061, 0.002096, 0.000413, 0.002680, 0.001893, 0, 0.000002, 0, 0.000480, 0.000025, 0.001768, }
{0.001598, 0.000150, 0.000086, 0.000645, 0.006617, 0.000092, 0.000400, 0.000112, 0.004929, 0.000113, 0.000009, 0.000957, 0.000210, 0.000242, 0.001679, 0.000079, 0.000009, 0.001108, 0.001425, 0.000044, 0.000995, 0.000127, 0.000166, 0.000001, 0.000327, 0.000005, 0.010713, }
{0.004391, 0.000725, 0.003428, 0.011360, 0.002452, 0.001218, 0.001167, 0.000372, 0.000970, 0.000116, 0.000182, 0.004709, 0.002781, 0.009829, 0.000787, 0.001836, 0.000285, 0.020115, 0.018151, 0.004027, 0.000545, 0.001131, 0.000806, 0.001486, 0.000612, 0.000134, 0.010305, }
{0.001124, 0.000020, 0.000008, 0.000011, 0.001503, 0.001129, 0.000006, 0.000019, 0.002290, 0.000002, 0.000001, 0.001342, 0.000005, 0.000008, 0.001503, 0.000009, 0, 0.000904, 0.000192, 0.000434, 0.001208, 0, 0.000006, 0, 0.000285, 0, 0.000240, }
{0.001815, 0.000054, 0.000006, 0.000021, 0.003354, 0.000035, 0.000810, 0.001012, 0.002071, 0.000004, 0.000005, 0.001415, 0.000170, 0.000697, 0.001029, 0.000017, 0, 0.002009, 0.001034, 0.000058, 0.000965, 0, 0.000054, 0, 0.000377, 0.000004, 0.008760, }
{0.003109, 0.000088, 0.000020, 0.000033, 0.004845, 0.000064, 0.000006, 0.000033, 0.003124, 0.000007, 0.000011, 0.000268, 0.000239, 0.000169, 0.003082, 0.000034, 0.000002, 0.000637, 0.000404, 0.000736, 0.000772, 0.000001, 0.000105, 0, 0.000839, 0, 0.001239, }
{0.003179, 0.001183, 0.006598, 0.002415, 0.006101, 0.001562, 0.002074, 0.000046, 0.000040, 0.000022, 0.000288, 0.004293, 0.002398, 0.019634, 0.005635, 0.001492, 0.000153, 0.002063, 0.007796, 0.005840, 0.000321, 0.002314, 0.000025, 0.000225, 0.000009, 0.002372, 0.000366, }
{0.000362, 0, 0.000001, 0, 0.000307, 0, 0, 0, 0.000134, 0.000004, 0.000001, 0, 0, 0.000003, 0.000373, 0, 0, 0, 0, 0, 0.000493, 0, 0, 0, 0, 0, 0.000005, }
{0.000433, 0.000086, 0.000011, 0.000027, 0.002271, 0.000045, 0.000008, 0.000076, 0.001508, 0.000009, 0.000026, 0.000388, 0.000066, 0.000276, 0.000166, 0.000040, 0, 0.000095, 0.000922, 0.000052, 0.000090, 0.000008, 0.000080, 0, 0.000223, 0, 0.000894, }
{0.005687, 0.000147, 0.000278, 0.000714, 0.009476, 0.000249, 0.000168, 0.000060, 0.008080, 0.000002, 0.000313, 0.004856, 0.000289, 0.000215, 0.004163, 0.000243, 0.000006, 0.000054, 0.001525, 0.000963, 0.001713, 0.000279, 0.000065, 0.000002, 0.005374, 0.000007, 0.003207, }
{0.004198, 0.001238, 0.000024, 0.000012, 0.004703, 0.000071, 0.000003, 0.000015, 0.004194, 0.000003, 0.000009, 0.000102, 0.001035, 0.000213, 0.002604, 0.002190, 0.000004, 0.000032, 0.001025, 0.000019, 0.001015, 0.000015, 0.000021, 0, 0.000264, 0, 0.001567, }
{0.003935, 0.000213, 0.003487, 0.003999, 0.007308, 0.000835, 0.011500, 0.000291, 0.004555, 0.000135, 0.000804, 0.000382, 0.000248, 0.001047, 0.002802, 0.000297, 0.000129, 0.000294, 0.005598, 0.007231, 0.000822, 0.000522, 0.000181, 0.000029, 0.000324, 0.000083, 0.005076, }
{0.001034, 0.001054, 0.001858, 0.001473, 0.000576, 0.000570, 0.002138, 0.000134, 0.001179, 0.000035, 0.000547, 0.003834, 0.003238, 0.010797, 0.002350, 0.002250, 0.000064, 0.007303, 0.002908, 0.002665, 0.004307, 0.001456, 0.001642, 0.000383, 0.000337, 0.000149, 0.000661, }
{0.002745, 0.000047, 0.000042, 0.000024, 0.004267, 0.000038, 0.000012, 0.001862, 0.002571, 0.000010, 0.000026, 0.001887, 0.000061, 0.000061, 0.002733, 0.001338, 0, 0.003440, 0.001079, 0.000970, 0.001066, 0, 0.000044, 0, 0.000261, 0.000001, 0.000698, }
{0.000003, 0, 0, 0, 0.000001, 0, 0, 0, 0.000007, 0, 0, 0, 0, 0, 0.000002, 0, 0, 0.000001, 0.000001, 0.000002, 0.001618, 0, 0, 0, 0, 0, 0.000005, }
{0.008360, 0.000756, 0.001170, 0.001572, 0.012151, 0.000382, 0.000820, 0.000243, 0.008335, 0.000042, 0.000684, 0.000700, 0.001441, 0.001135, 0.005910, 0.000654, 0.000036, 0.001464, 0.006601, 0.002333, 0.001770, 0.000455, 0.000193, 0.000005, 0.001486, 0.000022, 0.007345, }
{0.002111, 0.000140, 0.002390, 0.000078, 0.005558, 0.000159, 0.000067, 0.003542, 0.004257, 0.000018, 0.000583, 0.001269, 0.001442, 0.000773, 0.001982, 0.002061, 0.000252, 0.000072, 0.005477, 0.009885, 0.002279, 0.000014, 0.000494, 0, 0.000579, 0.000002, 0.034301, }
{0.004957, 0.000170, 0.000578, 0.000049, 0.011513, 0.000206, 0.000082, 0.003087, 0.012920, 0.000008, 0.000005, 0.001118, 0.000230, 0.000183, 0.004429, 0.000085, 0, 0.004600, 0.003631, 0.001881, 0.001918, 0.000009, 0.000336, 0.000001, 0.001598, 0.000123, 0.005779, }
{0.001178, 0.001141, 0.001247, 0.000909, 0.001104, 0.000369, 0.000745, 0.000008, 0.001109, 0.000020, 0.000097, 0.003089, 0.002043, 0.004936, 0.000250, 0.001131, 0.000005, 0.003681, 0.003871, 0.002550, 0.000016, 0.000086, 0.000006, 0.000088, 0.000021, 0.000107, 0.000094, }
{0.001361, 0, 0.000001, 0.000002, 0.004994, 0, 0.000001, 0, 0.001952, 0, 0, 0.000003, 0, 0.000006, 0.000751, 0, 0, 0.000023, 0.000009, 0.000003, 0.000121, 0.000021, 0, 0, 0.000038, 0.000002, 0.000023, }
{0.001576, 0.000086, 0.000024, 0.000105, 0.001271, 0.000047, 0.000011, 0.000527, 0.001218, 0.000001, 0.000060, 0.000238, 0.000034, 0.000393, 0.000974, 0.000039, 0, 0.000279, 0.000369, 0.000036, 0.000019, 0, 0.000012, 0, 0.000040, 0.000008, 0.000305, }
{0.000172, 0.000005, 0.000191, 0, 0.000411, 0.000010, 0.000003, 0.000066, 0.000450, 0, 0, 0.000016, 0.000006, 0.000003, 0.000118, 0.000367, 0.000003, 0, 0.000013, 0.000317, 0.000101, 0.000005, 0.000011, 0.000009, 0.000073, 0, 0.000254, }
{0.000377, 0.000123, 0.000322, 0.000176, 0.000553, 0.000051, 0.000105, 0.000042, 0.000516, 0.000007, 0.000009, 0.000352, 0.000395, 0.000295, 0.000275, 0.000454, 0, 0.000252, 0.000796, 0.000178, 0.000031, 0.000012, 0.000101, 0.000027, 0, 0.000053, 0.009668, }
{0.000531, 0.000002, 0.000002, 0.000001, 0.001878, 0, 0.000002, 0.000005, 0.000726, 0.000001, 0.000004, 0.000120, 0.000008, 0.000001, 0.000228, 0.000010, 0.000003, 0, 0.000001, 0.000004, 0.000031, 0.000006, 0.000004, 0, 0.000070, 0.000238, 0.000053, }
{0.006260, 0.006011, 0.009882, 0.006407, 0.004301, 0.004500, 0.003440, 0.003752, 0.004194, 0.001001, 0.000923, 0.003219, 0.005557, 0.002369, 0.002839, 0.008086, 0.000552, 0.006513, 0.011589, 0.005293, 0.003170, 0.001747, 0.002598, 0.000076, 0.000354, 0.000254, 0.000001, }
